Band Number,Date,Time,Site,Bander,Species,Sex,Age,Mass,Wing Chord,Culmen,r1 Length,r5 Width,r1-5 Wear,Gorget,Throat,Grooves,Comments,Replaced Band Number
9000-91382,8/7/2008,6:49,MCGC,TBE,RUHU,F,HY,4.5,43.4,17.7,26,,N,L,,50%,,
9000-91383,8/7/2008,7:48,MCGC,TBE,RUHU,F,HY,3.3,43.7,17,25.5,,N,M,,80%,,
9000-91384,8/7/2008,7:48,MCGC,FCE,BTLH,M,HY,3.7,49.8,17.5,28.2,,N,H,,90%,,
9000-91385,8/11/2008,15:45,MP1,TBE,RUHU,M,HY,4.5,43.4,15.9,28,,N,H,3c,,,
9000-91386,8/7/2008,8:07,MCGC,TBE,RUHU,F,HY,3.7,44.5,16.9,26.5,,N,L,4,70%,,
9000-91387,8/7/2008,8:15,MCGC,TBE,RUHU,F,AHY,3.8,43.8,17,27,,N,L,15c,,,
9000-91392,8/10/2008,8:06,MCGC,FCE,RUHU,F,HY,4.6,46,17,25.5,,N,VL,,80%,,
9000-91393,8/10/2008,8:06,MCGC,FCE,BTLH,M,HY,4.2,48.4,18.5,31,,N,H,1c,,,
9000-91394,8/10/2008,8:54,MCGC,FCE,RUHU,F,HY,3.9,44.5,18.6,26.5,,N,L,,,,
9000-91395,8/10/2008,10:23,MCGC,FCE,RUHU,F,HY,4.2,46.2,17.8,26.5,,N,VL,2c sm,80%,,
9000-91396,8/10/2008,10:49,MCGC,FCE,BTLH,M,HY,4,51.2,16.8,30.7,,N,H,,,,
9000-91397,8/11/2008,7:15,MCGC,FCE,BTLH,M,HY,4.2,48.9,16.5,30,,N,VH,,90%,,
9000-91398,8/11/2008,8:05,MCGC,FCE,BTLH,M,AHY,3.9,49.2,18.1,31.4,,N,,,,,
9000-91399,8/11/2008,8:05,MCGC,FCE,RUHU,F,AHY,3.6,43.5,17.8,25.8,,L,M,20+,,,
9000-91400,8/11/2008,10:45,HPK1,FCE,BTLH,M,HY,4.1,48.6,16,29.8,,N,M,,,,
3100-41401,8/26/2008,11:12,MP1,TBE,BTLH,F,AHY,3.8,50.5,18,31.5,,VH,L,8,,,
3100-41402,8/26/2008,11:17,MP1,FCE,BTLH,F,HY,3.5,48.8,17.7,30.8,,N,L,,95%,,
3100-41403,8/26/2008,11:26,MP1,FCE,BTLH,F,HY,3.3,51,17.5,30.4,,N,VL,,,,
3100-41404,8/26/2008,12:07,MP1,FCE,BTLH,F,HY,3.6,50.4,18.1,28,,N,H,,80%,,
3100-41405,8/26/2008,12:23,MP1,FCE,BTLH,F,HY,4.5,50.6,18.3,30,,N,L,,90%,,
3100-41406,8/26/2008,12:37,MP1,FCE,BTLH,M,HY,3.8,49.6,17.3,29.5,,N,M,,,,
3100-41407,8/26/2008,13:00,MP1,FCE,BTLH,F,AHY,3.6,50,19.1,29.8,,H,L,2c,,,
3100-41408,8/26/2008,13:18,MP1,FCE,BTLH,F,AHY,3.4,49.2,18.4,30.3,,H,L,,,,
3100-41409,8/26/2008,13:35,MP1,TBE,BTLH,F,HY,3.4,47.8,18,30,,N,L,,80%,,
3100-41410,8/26/2008,13:46,MP1,TBE,BTLH,F,AHY,3.5,48.9,18.6,30,,H,,,,,
3100-41411,8/26/2008,14:03,MP1,TBE,BTLH,F,AHY,3.7,50.7,17.4,29.8,,,L,1c,,,
3100-41412,8/26/2008,14:43,MP1,FCE,BTLH,F,HY,3.8,50.2,19.2,30.6,,N,L,,,,
3100-41413,8/26/2008,14:56,MP1,FCE,BTLH,F,AHY,3.8,50.1,18.8,28.1,,VH,M,,,,
3100-41414,8/26/2008,17:05,HPK1,FCE,BTLH,F,AHY,3.4,49.2,17.2,31,,,,,,,
3100-41415,8/26/2008,17:05,HPK1,FCE,BTLH,F,AHY,4.1,48.2,19.5,29,,H,,,,,
3100-41416,8/26/2008,17:46,HPK1,FCE,BTLH,F,HY,4,51.4,18.7,29.5,,N,H,,,,
3100-41417,8/27/2008,10:47,GNMTN,FCE,BTLH,F,AHY,3.9,49.5,18.5,27.5,,VH,M,,,,
3100-41418,8/27/2008,11:10,GNMTN,FCE,BTLH,F,AHY,3.8,49.4,19.8,29,,H,M,,,,
3100-41419,8/27/2008,16:37,KV1,FCE,BTLH,F,AHY,3.1,50.8,18.5,30,,H,L,,,,
3100-41420,8/28/2008,9:04,CC2,TBE,BTLH,F,HY,3.6,49.5,17.5,30.5,,N,L,,80%,,
3100-41421,8/28/2008,9:28,CC2,TBE,BTLH,F,HY,3.8,48.5,17,30,,N,L,,90%,,
3100-41422,8/30/2008,11:42,MP1,FCE,BTLH,F,HY,3.5,50.5,18.1,30.5,,N,L,,90%,,
3100-41423,8/30/2008,11:53,MP1,FCE,BTLH,F,HY,3.1,48.6,16.8,29,,N,L,,90%,,
3100-41424,8/30/2008,12:17,MP1,FCE,BTLH,F,HY,3.8,49.7,18.1,29,,N,L-M,,60%,,
3100-41425,8/30/2008,12:25,MP1,FCE,BTLH,F,AHY,4.4,50.1,19.7,29.5,,L,L,,,,
3100-41426,8/30/2008,12:48,MP1,FCE,BTLH,F,HY,3.5,50.3,18.2,31,,N,L-M,,90%,,
3100-41427,8/30/2008,13:05,MP1,FCE,BTLH,F,HY,4,50.2,17.2,30.8,,,M,,95%,,
3100-41428,8/30/2008,14:00,MP1,FCE,BTLH,F,HY,3.5,49.6,19.1,31,,N,L,,90%,,
3100-41429,8/30/2008,15:45,HPK1,FCE,BTLH,F,HY,3.8,49.7,19,31.5,,N,VH,,90%,,
3100-41430,8/30/2008,16:05,HPK1,FCE,BTLH,F,HY,3.7,51.9,17.5,31.5,,N,L,,80%,,
3100-41431,8/25/2008,13:41,MP1,FCE,BTLH,F,HY,3.3,49,16.5,29,,N,M,,,,
3100-41432,8/25/2008,15:00,MP1,FCE,BTLH,F,AHY,3.9,50.2,19,30.3,,H,M-H,,,,
3100-41433,8/25/2008,15:20,MP1,FCE,BTLH,F,HY,3.9,50.7,18,31,,N,L,,,,
3100-41434,8/25/2008,15:32,MP1,FCE,BTLH,F,AHY,3.2,51.6,18.3,29.1,,N,,,,all primaries totally worn out,
3100-41435,8/26/2008,9:20,MCGC,FCE,BTLH,F,HY,3.6,48.8,19.2,30,,N,M,,,,
3100-41436,8/26/2008,16:26,HPK1,FCE,BTLH,F,AHY,4,49.7,18.4,29,,H,L,1 c,,,
3100-41437,8/26/2008,16:36,HPK1,FCE,BTLH,F,AHY,3.8,50.6,19.2,29,,H,L,,,,
3100-41438,8/26/2008,16:36,HPK1,FCE,BTLH,F,AHY,4.2,51.7,19.5,31.1,,,H,,,,
3100-41439,8/26/2008,16:42,HPK1,FCE,BTLH,F,AHY,3.7,50.4,20,29.5,,N,L,,,,
3100-41440,8/26/2008,16:53,HPK1,FCE,BTLH,F,AHY,3.6,49.5,18,28.5,,N,L,,90%,,
3100-41441,8/28/2008,12:53,HPK1,FCE,BTLH,F,HY,3.7,48.3,18.2,29,,N,M-H,,90%,,
3100-41442,8/28/2008,13:40,HPK1,FCE,BTLH,F,HY,3.8,50.8,19.2,30,,N,M,,80%,,
3100-41443,8/28/2008,13:41,HPK1,FCE,BTLH,F,HY,3.6,48.2,18.2,30,,N,,,90%,,
3100-41444,8/30/2008,7:50,MCGC,FCE,BTLH,F,HY,4.3,50.3,18.8,29.9,,N,M,,90+%,,
3100-41445,8/27/2008,17:13,KV1,FCE,RUHU,F,AHY,3.9,44.2,17.9,27,,L,L,17+,,,
3100-41446,8/30/2008,10:18,MP1,TBE,BTLH,F,HY,3.4,46.8,18,29,,N,L,,,,
3100-41447,8/30/2008,10:32,MP1,TBE,BTLH,F,HY,3.5,47.2,17,30,,N,L,,95%,,
3100-41448,8/30/2008,10:42,MP1,TBE,BTLH,F,HY,3.4,49,,30,,N,L,,90%,,
3100-41449,8/30/2008,11:07,MP1,TBE,BTLH,F,HY,3.6,48,17.2,29.2,,N,L,,,,
3100-41450,8/30/2008,11:16,MP1,TBE,BTLH,F,AHY,3.9,50.7,18.8,29,,L,L,,,,
3100-41451,8/25/2008,8:29,MCGC,TBE,BTLH,M,HY,3.3,49.3,17.2,31,,,H,1c,60%,,
3100-41452,8/26/2008,7:39,MCGC,TBE,BTLH,M,AHY,3.4,48.7,17.5,31.2,,,,,,"silent flight, p10s OK",
3100-41453,8/26/2008,11:37,MP1,FCE,BTLH,M,HY,3.2,49.5,17,29.8,,N,H,,80%,,
3100-41454,8/26/2008,12:37,MP1,FCE,BTLH,M,HY,3.2,50,17.3,30,,N,H,1c,,,
3100-41455,8/26/2008,13:05,MP1,FCE,BTLH,M,HY,3.9,,16.8,30,,N,,,,,
3100-41456,8/26/2008,13:50,MP1,FCE,BTLH,M,HY,3.5,47.4,17.3,29.5,,N,,,,,
3100-41457,8/26/2008,17:58,HPK1,FCE,RUHU,F,HY,4,45.6,17,26.2,,N,L,,,,
3100-41458,8/26/2008,18:06,HPK1,FCE,BTLH,M,HY,3.8,50.1,17.6,29.1,,N,VH,,90%,,
3100-41459,8/26/2008,18:33,HPK1,FCE,BTLH,M,HY,3.6,50.9,17.5,30.5,,N,H,,,"r1,2 stress bar",
3100-41460,8/27/2008,9:11,MCGC,TBE,BTLH,M,HY,3.8,49,17,29.5,,N,H,3c,,,
3100-41461,8/28/2008,12:45,HPK1,FCE,BTLH,M,HY,3.5,49.6,17,30,,N,H,1c,90%,,
3100-41462,8/28/2008,13:04,HPK1,FCE,BTLH,M,HY,3.6,49.6,17.5,30.1,,N,H,,90%,,
3100-41463,8/28/2008,13:15,HPK1,FCE,BTLH,M,HY,3.8,50.2,16.8,30.5,,N,H,1c,90%,,
3100-41464,8/28/2008,13:20,HPK1,FCE,BTLH,M,HY,4.2,48.6,15.5,28.7,,N,H,,,,
3100-41465,8/30/2008,8:37,MCGC,TBE,BTLH,M,HY,3.4,50.7,18.2,31,,N,H,,90%,,
3100-41466,8/30/2008,10:08,MP1,TBE,BTLH,M,HY,3.6,49.8,16.7,30,,N,M,,95%,,
3100-41467,8/30/2008,10:18,MP1,TBE,BTLH,M,HY,3.7,48.5,17,31,,N,M,,80%,,
3100-41469,8/30/2008,11:16,MP1,FCE,BTLH,M,HY,3.6,49.2,18.2,28.2,,N,L-M,,,,
3100-41470,8/30/2008,11:30,MP1,FCE,BTLH,M,HY,3.7,49.9,16.9,30,,N,M,,95%,,
3100-41471,8/25/2008,9:57,HPK1,FCE,BTLH,M,HY,3.5,49.9,16,30.6,,N,H,1c,,,
3100-41472,8/25/2008,12:58,MP1,FCE,BTLH,M,HY,3.7,49.3,16,29.8,,N,H,,,,
3100-41473,8/25/2008,13:15,MP1,FCE,RUHU,F,HY,3.8,45.1,17.3,27,,N,L,,80%,,
3100-41474,8/30/2008,12:09,MP1,FCE,BTLH,M,HY,3.3,49.1,17.2,30,,N,H,1l,80%,,
3100-41475,8/30/2008,12:35,MP1,FCE,BTLH,M,HY,3.4,48.4,17.1,30.1,,N,H,3c,80%,,
3100-41476,8/30/2008,12:56,MP1,FCE,BTLH,M,HY,3.6,49,17.1,29,,N,H,,80%,,
3100-41477,8/30/2008,15:05,HPK1,TBE,BTLH,M,AHY,3.6,47.8,18.5,30,,,,,,,
3100-41478,8/30/2008,15:05,HPK1,TBE,BTLH,M,HY,3.7,47.5,18.5,30,,N,H,1r,90%,,
3100-41479,8/30/2008,15:25,HPK1,TBE,BTLH,M,HY,3.7,50.1,17.6,31,,N,H,,90%,,
3100-41480,8/30/2008,15:35,HPK1,FCE,BTLH,M,HY,3.6,49.5,17.5,30,,N,VH,,,,
3100-41481,8/30/2008,15:43,HPK1,FCE,BTLH,M,HY,3.9,50.4,17.5,29.4,,N,VH,,90%,,
3100-41482,8/30/2008,16:12,HPK1,FCE,BTLH,M,HY,4.3,49.2,15.5,33,,N,H,,90%,,
3100-41483,8/31/2008,9:08,CC2,TBE,BTLH,M,HY,3.6,47.3,18.2,31,,N,H,1 vsm r,70%,,
3100-41484,9/2/2008,9:02,MCGC,TBE,BTLH,M,HY,3.4,48.8,16.4,27.5,,N,H,,90%,,
3100-41485,9/2/2008,11:25,MP1,FCE,BTLH,M,HY,4,49.9,17.3,28.8,,N,M-H,,,,
3100-41486,9/2/2008,11:52,MP1,FCE,BTLH,M,HY,3.8,49.3,17.8,30,,N,H,2c,,,
3100-41487,9/2/2008,12:20,MP1,FCE,BTLH,M,HY,3.9,49.8,16.4,29.5,,N,H,,90%,,
3100-41488,9/2/2008,15:09,HPK1,FCE,BTLH,M,HY,4,47.6,17.8,30.2,,N,H,,,,
3100-41489,9/3/2008,13:32,MP1,FCE,BTLH,M,HY,3.8,49.8,17,30,,N,H,3 r,90%,,
3100-41490,9/3/2008,13:58,MP1,FCE,BTLH,M,HY,3.7,49.2,17.2,29.9,,N,,"4c,l",,,
3100-41491,8/30/2008,16:20,HPK1,FCE,BTLH,F,HY,4.3,49.9,18,29.5,,N,H,,,,
3100-41492,8/30/2008,16:55,HPK1,FCE,BTLH,F,HY,4.2,49.1,17,30.6,,N,L-M,,90%,,
3100-41494,8/31/2008,10:00,CC2,FCE,BTLH,F,HY,,49.9,16,30,,N,M,1 vsm,90%,,
3100-41495,8/31/2008,10:18,CC2,FCE,BTLH,F,HY,3.7,50.6,18.1,30,,N,H,,90%,,
3100-41496,8/31/2008,10:55,CC2,FCE,BTLH,F,HY,4,48.6,17.5,29.1,,N,M,,,,
3100-41497,8/31/2008,10:55,CC2,FCE,BTLH,F,HY,3.5,49.5,18,29,,N,L-M,,,,
3100-41498,9/2/2008,11:44,MP1,FCE,BTLH,F,HY,3.2,48.7,18,29,,N,M,,,,
3100-41499,9/2/2008,12:05,MP1,FCE,BTLH,F,HY,3.8,50.4,18,28.8,,N,L,,90%,,
3100-41500,9/2/2008,12:32,MP1,FCE,BTLH,F,HY,3.5,49.5,17.5,30.1,,N,L-M,,95%,,
3100-41501,9/3/2008,17:22,CC2,TBE,BTLH,M,HY,3.6,46.5,17.7,30.5,,L,H,,,,
3100-41502,9/3/2008,13:48,MP1,TBE,BTLH,F,HY,3.3,50,18.4,31,,N,L,,90%,,
3100-41503,9/3/2008,14:12,MP1,TBE,BTLH,F,HY,3.3,49.9,17.8,31,,N,L-M,,,,
3100-41504,9/3/2008,17:47,CC2,TBE,BTLH,F,HY,4.3,48.6,17.7,30,,N,M,,,,
3100-41505,9/5/2008,10:55,MP1,FCE,BTLH,F,HY,3.2,48.8,18,29,,N,L,,,,
3100-41506,9/5/2008,11:10,MP1,FCE,BTLH,F,HY,3.8,50,18,29.4,,N,M,,90%,,
3100-41507,9/5/2008,11:20,MP1,FCE,BTLH,F,AHY,3.4,50.5,19.2,29.8,,L,L,15c,,,
3100-41508,9/5/2008,14:44,HPK1,FCE,BTLH,F,HY,3.9,49.6,15.3,29.3,,N,L,,90%,,
3100-41509,9/6/2008,9:18,CC3,FCE,BTLH,F,HY,3.8,50,17.3,29.3,,N,M-H,,90%,,
3100-41510,9/7/2008,7:50,MCGC,FCE,BTLH,F,HY,3.6,50.8,18,29.3,,N,L-M,,90%,,
3100-41511,9/7/2008,17:16,MP1,FCE,BTLH,F,AHY,4,51.1,18,31,,M,M,,,,
3100-41512,9/7/2008,17:27,MP1,TBE,BTLH,F,HY,3.8,50.1,17.6,30,,N,M,,90%,,
3100-41513,9/7/2008,17:43,MP1,TBE,BTLH,F,HY,3.9,49.1,17.4,31,,N,L,,,,
3100-41514,9/7/2008,17:45,MP1,TBE,BTLH,F,HY,3.4,48.5,18,31,,N,L-M,,90%,,
3100-41515,9/13/2008,12:16,MP1,FCE,BTLH,F,HY,3.4,48.3,18.1,30,,N,M,,,,
3100-41516,9/12/2008,15:40,MP1,FCE,BTLH,F,HY,3.7,48,18.3,29.8,,N,L,,80%,,
3100-41521,9/3/2008,17:30,CC2,TBE,BTLH,M,HY,4.3,47.4,16.7,29,,L,H,,,,
3100-41522,9/4/2008,10:52,HOLZ,FCE,BTLH,M,HY,4.2,50.5,17,30.1,,N,H,,90%,,
3100-41523,9/4/2008,15:50,GNMTN,TBE,RUHU,F,HY,3.4,40.8,16.7,27,,N,L,,90%,,
3100-41524,9/5/2008,7:50,MCGC,FCE,BTLH,M,HY,3.6,49.4,17.2,30.2,,N,H,,90%,,
3100-41525,9/5/2008,11:58,MP1,FCE,BTLH,M,HY,3.6,49.3,17.3,29.3,,N,H,,90%,,
3100-41526,9/7/2008,16:35,HPK1,FCE,BTLH,M,HY,3.6,49.1,16.5,28.5,,N,VH,,90%,,
3100-41530,9/12/2008,15:18,MP1,FCE,BTLH,M,HY,4,49,18,29.2,,N,H,1r,,,
3100-41531,9/2/2008,12:40,MP1,FCE,BTLH,F,HY,3.4,49.1,18.3,29,,,L,,,,
3100-41532,9/2/2008,14:35,HPK1,TBE,BTLH,F,HY,4.1,48.6,19,30,,N,L,,,,
3100-41533,9/2/2008,14:40,HPK1,TBE,BTLH,F,HY,3.7,48,18.4,30.5,,N,L,,,,
3100-41534,9/2/2008,15:35,HPK1,TBE,BTLH,F,HY,3.6,50.8,17.6,30.5,,N,L,,90%,,
3100-41535,9/2/2008,15:36,HPK1,TBE,BTLH,F,HY,3.7,49.2,18.1,29,,,,,90%,,
3100-41541,9/13/2008,11:18,MP1,FCE,BTLH,M,HY,3.4,50.1,17.1,30,,N,H,1c,,,
3100-41542,9/12/2008,15:20,MP1,FCE,BTLH,M,HY,3.4,49.4,17.3,29.8,,N,H,,90%,,
3100-41543,9/14/2008,10:19,MP1,FCE,BTLH,M,HY,3.5,50.6,17.8,29.2,,N,H,,90%,,
