Band Number,Date,Time,Site,Bander,Species,Sex,Age,Mass,Wing Chord,Culmen,r1 Length,r5 Width,r1-5 Wear,Gorget,Throat,Grooves,Comments,
9000-40156,08/25/2007,7:25,MCGC,FCE,BTLH,M,HY,3.9,49.2,17.9,29.0,5.6,N,1c,H,,r3 5.5lX3.9w,
9000-40159,08/27/2007,6:33,MCGC,FCE,BTLH,M,AHY,3.7,48.5,18.1,32.0,4.6,N,,,,r5 v sm wht line inner web at tip,
9000-40160,08/27/2007,6:49,MCGC,FCE,BTLH,M,AHY,4.0,50.5,17.8,30.1,4.5,M,,,,"r3s MTW, r3-5 white at tip (r5 extensive white area)",
9000-40161,08/27/2007,11:34,MP1,FCE,BTLH,M,HY,3.5,49.0,17.5,29.8,5.2,N,,VH,95%,"r3 no white, gn-blk on r3-5 base, r2 faint blk tip no ru stripe",
9000-40162,08/27/2007,11:55,MP1,FCE,BTLH,M,HY,3.7,49.6,16.0,29.1,5.5,N,,H,90%,"r3 3.8wX3l, r2 blk tip, ru stripe, r3-5 black areas at base",
9000-40163,08/27/2007,12:48,MP1,FCE,BTLH,M,HY,3.6,50.0,18.0,30.5,6.0,N,2c,H,95%,"r3 3.4lX4w, r2 ptd, blk tip,ru stripe, no black on r3-5 base ",
9000-40164,08/27/2007,13:00,MP1,FCE,BTLH,M,HY,3.6,49.9,16.8,30.9,5.5,N,"1c, 1r",H,,"r3 5.2lX3.6w, r2 ptd, blk tip, ru stripe, r3 blk at base",
9000-40165,08/28/2007,12:46,HPK1,FCE,BTLH,M,AHY,3.4,50.7,17.5,30.8,4.8,N,,,,,
9000-40166,08/24/2007,18:48,HPK1,TBE,BTLH,F,AHY,3.7,48.0,21.0,28.0,5.0,H,,L,,"r1-5 HTW, r1s skeleton, captured w/E40130 BTLH HY M",
9000-40167,08/24/2007,19:07,HPK1,TBE,BTLH,F,HY,3.7,50.1,18.0,32.0,5.5,N,,,,"r3 5x5, r1,2 rounded, ru stripe, buff tip ",
9000-40168,08/24/2007,19:17,HPK1,TBE,BTLH,F,HY,4.1,48.6,17.6,28.0,5.5,N,,L,,"r3 4.5wX6l, r1,2 rounded, buff tip r1, r2 v sm ru outer web stripe with white tip",
9000-40169,08/25/2007,7:05,MCGC,FCE,BTLH,M,HY,3.5,48.0,18.1,29.5,5.8,N,1c,H,95%,"r3 7lX4.5w, r2 ptd, ru stripe, blk tip, possible female",
9000-40170,08/27/2007,7:20,MCGC,FCE,BTLH,F,HY,3.4,50.2,17.5,29.5,5.4,N,1 gn/red,H,95%,"r3 4.2lX4w, r1 str bar (2), r2 faint white tip, characteristics of both sexes ",
9000-40171,08/27/2007,9:00,MCGC,FCE,BTLH,M,HY,4.0,50.8,17.8,30.0,6.0,N,,H,90%,"r3 4lX4w, r2 ptd, blk tip, faint ru stripe",
9000-40172,08/28/2007,12:53,HPK1,FCE,BTLH,M,HY,3.5,49.6,17.0,30.0,6.0,N,,H,95%,"r3 3.5wX3.2l, r2 blk tip, ptd, ru stripe",
9000-40173,08/27/2007,10:38,MP1,FCE,BTLH,M,HY,3.9,49.9,17.9,29.0,5.2,N,,H,95%,"r3 4.5wX4.5l, r2 white tip, faint ru stripe, band cut down v slightly to keep it on tarsus",
9000-40174,08/27/2007,10:55,MP1,FCE,BTLH,F,AHY,3.9,51.3,18.0,31.7,5.0,N,,L-M,,,
9000-40175,08/27/2007,10:55,MP1,FCE,BTLH,F,HY,3.6,50.2,18.2,31.5,5.6,N,,M,80%,"r3 5.5lX5w, r2 rounded, blk tip, r3-5 base green areas, r3 stress bar",
9000-40176,08/27/2007,11:20,MP1,FCE,BTLH,F,HY,3.5,49.8,18.8,30.8,5.5,,,L,80%,"r3 4lX4.5w, r3-5 gn base, r2 rounded, blk tip, no ru stripe",
9000-40177,08/27/2007,12:12,MP1,FCE,BTLH,F,HY,4.1,50.2,18.0,30.2,5.5,,,M-H,80%,"r3 7lX5w, r2 blk tip only, r3 gn at base",
9000-40178,08/27/2007,12:13,MP1,FCE,BTLH,F,AHY,3.8,48.4,19.0,30.5,6.0,N,,L-M,,,
9000-40179,08/27/2007,12:28,MP1,FCE,BTLH,F,HY,3.6,49.9,17.5,30.8,5.9,N,,M,96%,"r3 5.4lX5w, r2 blk tip, no ru stripe, rounded, r3-5 gn at base",
9000-40180,08/27/2007,13:05,MP1,FCE,BTLH,F,HY,4.0,48.4,18.0,28.8,5.2,N,,M,95%,"r3 5wX7L, r2 rounded, blk tip, broad ru stripe",
9000-40181,08/27/2007,13:20,MP1,FCE,BTLH,F,HY,3.9,48.8,18.0,28.4,5.4,N,,M,95%,"r3 7lX4.5w, r2 rounded, blk tip, faint ru stripe, r1 str bar 2X",
9000-40182,08/27/2007,13:35,MP1,FCE,BTLH,F,HY,3.7,48.9,17.6,30.2,5.5,N,,M,95%,"r3 5.5lX5.2w, r2 rounded, no ru stripe, blk with faint white at tip",
9000-40183,08/28/2007,13:02,HPK1,FCE,BTLH,F,HY,3.8,49.6,17.0,29.6,5.4,N,,M,95%,"r3 5.5lX4w, 6 mm band, both male and female plumage characteristics",
9000-40184,08/28/2007,13:19,HPK1,FCE,BTLH,F,HY,3.8,50.1,18.7,30.8,5.1,N,,M,95%,"r3 6lX3.2W, r2 white fringe, feet pink on bottom",
9000-40185,08/28/2007,13:30,HPK1,FCE,BTLH,M,HY,3.5,50.2,17.5,31.0,5.8,N,,H,90%,"r3 4.8lX3w, used 6 mm band ",
9000-40186,08/28/2007,13:48,HPK1,TBE,BTLH,F,HY,3.2,48.4,19.9,30.2,6.0,N,,L,,"r3 4X4, r2 buff tip, blk tip, faint ru stripe",
9000-40187,08/28/2007,14:18,HPK1,TBE,BTLH,F,AHY,3.5,49.6,17.8,30.0,6.0,H,,L,,"r1-5 HTW, r1s skeleton",
9000-40188,08/28/2007,16:07,MP1,TBE,BTLH,F,HY,3.8,48.5,17.5,29.5,5.5,N,,M,95%,"r3 5.5lX5w r1,2 str bar, captured with E40195, BTLH HY F",
9000-40189,08/29/2007,9:30,MCGC,TBE,BTLH,F,HY,3.4,49.2,17.2,29.5,4.5,N,,L,95%,"r3 5lX4.5w, r3-5 gn at base",
9000-40190,08/29/2007,9:50,MCGC,TBE,BTLH,M,HY,3.5,48.2,18.0,29.0,5.0,N,,M,95%,"r3 3.5wX4.5l, pin f growing in on left gorget",
9000-40191,08/28/2007,13:56,HPK1,TBE,BTLH,M,HY,3.6,50.5,16.9,31.8,5.6,N,,H,90%,r3 2.5wX3.8l,
9000-40192,08/28/2007,14:23,HPK1,TBE,BTLH,M,HY,3.4,48.4,17.5,31.0,5.0,N,,M,90%,"r3 3.5wX4l, r2 blk tip, ru stripe, blk base r3-5",
9000-40193,08/28/2007,14:38,HPK1,FCE,BTLH,M,HY,3.7,49.9,16.4,30.4,5.8,N,1L,H,95%,"r3 3wX3.2l, r2 blk tip, ru stripe, pointed",
9000-40194,08/28/2007,15:57,MP1,TBE,BTLH,M,HY,3.5,46.3,16.0,30.5,5.0,N,,M,95%,"r3 3wX4l, pointed rects.",
9000-40195,08/28/2007,16:07,MP1,TBE,BTLH,M,HY,,47.9,17.0,29.0,5.5,N,,H,95%,"r3 4lX4w, r2 wide ru stripe, blk tip, r1,2 ptd, ri stress bar",
9000-40196,08/28/2007,16:28,MP1,TBE,BTLH,M,HY,4.0,48.8,16.5,28.5,4.5,N,,M,95%,r3 3wX5l,
9000-40197,08/28/2007,16:40,MP1,TBE,BTLH,M,HY,3.9,49.1,17.5,31.0,5.5,N,,H,95%,r3 3wX3l,
9000-40198,08/29/2007,8:47,MCGC,TBE,BTLH,M,HY,3.8,47.7,17.6,29.5,6.0,N,,M,95%,"r3 3wX4l, r3-5 no blk, r2 ru stripe",
9000-40199,08/29/2007,9:14,MCGC,FCE,BTLH,M,HY,4.1,50.1,17.1,30.0,5.5,N,2c,H,95%,"r3 3wX5.2l, r3 blk base, r2 blk tip, ru stripe, r3 str bar",
9000-40200,08/29/2007,12:41,WC1,FCE,BTLH,M,HY,3.4,50.1,18.0,30.8,6.0,N,8c 1r,H,,"r2 ptd, blk tip, ru stripe, r3 3.5wX4l",
9000-90001,08/29/2007,10:05,MCGC,TBE,BTLH,F,AHY,3.6,49.0,19.0,29.0,5.0,VL,,L,,,
9000-90002,08/30/2007,11:07,KV1,FCE,BTLH,F,HY,3.7,50.4,17.7,30.6,5.5,N,,H,80%,"r3 7lX5.2w, r2 blk tip, lt ru stripe w/v sm white tip fringe ",
9000-90003,08/30/2007,15:35,HOLZ,TBE,BTLH,F,HY,3.8,48.4,17.0,29.0,5.0,N,,M,95%,r3 5wX6l ,
9000-90004,08/31/2007,7:40,MCGC,FCE,BTLH,F,HY,3.4,49.5,18.2,31.5,5.0,N,,H,80%,r3 is 4wX4l,
9000-90005,08/31/2007,8:10,MCGC,FCE,BTLH,F,HY,3.3,48.5,18.2,28.8,5.0,N,,H,90%,"r3 gn base, r3 4wX5.5l, r1 sm str bar, r2 lg str bar",
9000-90006,08/31/2007,10:47,MP1,TBE,BTLH,F,HY,3.2,47.8,19.0,28.5,6.0,N,,L,70%,"r3 7lX4.5w, r2 sm ru stripe, r3-5 sm gn area at base",
9000-90007,08/31/2007,11:57,MP1,FCE,BTLH,F,HY,3.6,49.4,18.2,31.0,5.4,N,,L-M,,"r3 4.5wX4l, r1 has 3 stress bars",
9000-90008,09/01/2007,7:35,MCGC,FCE,BTLH,F,HY,3.5,50.2,18.2,29.2,5.2,N,,M,90%,"r3 4wX4.5l, r2 blk tip, no ru stripe, r1 w/2 str bars ",
9000-90009,09/02/2007,7:00,MCGC,FCE,BTLH,F,HY,3.1,49.1,18.0,28.0,5.0,N,,L-M,95%,r3 4.5lX4w,
9000-90010,09/01/2007,10:51,HPK1,FCE,BTLH,F,HY,3.6,51.3,18.2,31.0,5.2,N,,M,95%,"r3 5.5lX4w, r2 faint white tip w/black ",
9000-90011,09/01/2007,11:27,HPK1,TBE,BTLH,F,HY,3.9,48.5,18.5,29.5,6.0,N,,H,90%,"r3 8lX5w, r3 gn near base, y pollen on bill",
9000-90012,09/01/2007,11:54,HPK1,FCE,BTLH,F,HY,3.2,48.7,17.9,29.1,5.0,N,,L,90%,"r2 blk tip, rounded, ru stripe, r3 8.2lX5w",
9000-90013,09/01/2007,14:35,MP1,FCE,BTLH,F,HY,3.4,49.9,17.9,29.5,5.0,N,,L,80%,"r1 blk tip, r2 blk tip, ru stripe, r3 4.6wX4.5l, gn at base",
9000-90014,09/02/2007,7:55,MCGC,FCE,BTLH,F,AHY,3.8,51.6,19.9,29.6,5.6,N,,L,,,
9000-90015,09/02/2007,10:06,MCGC,FCE,BTLH,F,HY,3.6,49.2,17.3,29.0,,N,,M,95%,"r2 ptd, blk tip, ru stripe, r3 4lX3.5w, faint gn base, no blk on r3-5",
9000-90016,09/02/2007,11:57,MP1,FCE,BTLH,F,HY,3.8,50.4,18.1,30.0,5.4,N,,M,85%,"r3 5lX5w, rounded, r2 rounded, blk tip, no ru",
9000-90017,09/02/2007,11:57,MP1,FCE,BTLH,F,HY,3.4,48.7,17.9,30.2,6.0,N,,L,90%,"r2 rounded, sm bn tip, blk, r3 8lX5w",
9000-90018,09/02/2007,11:57,MP1,FCE,BTLH,F,HY,4.1,50.6,18.1,31.1,5.5,N,,L-M,75%,"r3 4.5wX6l, r1,2 stress bars",
9000-90019,09/02/2007,12:49,MP1,FCE,BTLH,M,HY,3.3,49.0,17.1,30.0,5.5,N,,M,,"r2 ptd blk tip, ru stripe, r3 4.5lX3.5w, blk at base r3-5",
9000-90020,09/02/2007,13:47,MP1,FCE,BTLH,F,HY,3.5,48.5,17.7,29.5,5.2,N,,M,90%,"r2 rounded, blk tip, no ru, r3 4.8wX7.1l, r3-5 ru only on base",
9000-90021,09/02/2007,14:18,MP1,FCE,BTLH,F,AHY,3.1,49.9,18.0,28.8,5.0,N,,M-H,,stippling is gn,
9000-90022,09/02/2007,14:55,MP1,FCE,BTLH,F,HY,3.5,48.2,18.2,29.9,6.0,N,,L,95%,"r3 4wX5.2l, r2 faint ru stripe, white tip, ru stripe, rounded  ",
9000-90023,09/02/2007,17:15,HPK1,FCE,BTLH,F,HY,3.2,49.0,18.0,29.2,,N,,H,90%,"r3 7lX5w, gn stip., minor str bar on rects",
9000-90024,09/03/2007,7:05,MCGC,FCE,BTLH,F,HY,3.7,49.3,18.0,29.4,5.5,N,,M,95%,"r3 4.5wX6l, r2 rounded, blk tip, ru stripe",
9000-90028,08/30/2007,14:52,HOLZ,TBE,BTLH,M,HY,4.0,47.8,16.5,29.0,5.5,N,,L-M,95%,"r2 blk tip, ru stripe, ptd, r3 4.5wX4l",
9000-90029,08/30/2007,14:53,HOLZ,FCE,BTLH,M,HY,3.3,50.1,16.8,30.0,5.2,N,,H,,"r3 4.5lX4w, r2 ptd, ru stripe, blk tip",
9000-90030,08/30/2007,16:22,HOLZ,TBE,BTLH,M,HY,4.0,46.5,16.0,29.0,6.0,N,,H,95+%,r3 4lX2.5w,
9000-90031,08/31/2007,7:52,MCGC,FCE,BTLH,M,HY,3.7,49.7,17.0,30.2,5.0,N,,H,90%,"r2 ptd, blk tip, ru stripe, r3 3lX2.5w",
9000-90032,08/31/2007,8:02,MCGC,FCE,BTLH,M,HY,3.4,49.8,16.5,30.0,6.0,N,3c,H,95+%,"r2 r2 blk tip, ru stripe, worn, r3 2lX2.5w ",
9000-90033,08/31/2007,10:10,MP1,TBE,BTLH,M,HY,3.5,46.9,16.8,30.0,6.0,N,2c,M,95%,"r1 ptd, r2, blk tip, ru stripe, r3 4.5lX3.5w blk base, pointed tip",
9000-90034,08/31/2007,10:20,MP1,TBE,BTLH,M,HY,3.7,48.5,16.5,27.5,5.0,N,7c 2r,M,80%,"r2 emarginated, blk to base, r3 4.5lX3w, r1,2 str bars",
9000-90035,09/01/2007,10:08,HPK1,FCE,RUHU,F,HY,3.7,44.6,17.0,26.0,4.0,N,,VL,95%,"r2 white 1lX2.5w, r2 sm white tip, r3 5X5",
9000-90036,08/31/2007,10:50,MP1,TBE,BTLH,M,HY,3.6,48.1,17.5,30.0,5.0,,,,90%,"r3 1lX1w, ru stripe in/out web, r2 v sm blk tip, ru stripe, r4-5 blk to base",
9000-90037,08/31/2007,10:50,MP1,TBE,BTLH,M,HY,3.5,47.9,16.8,29.0,,,1c,M-H,90%,"r2 blk tip, no ru stripe, r3 3lX3w, blk at base",
9000-90038,08/31/2007,11:05,MP1,TBE,BTLH,M,HY,3.5,47.2,17.6,30.0,5.0,,,H,90%,"r1 blk tip, ptd, r2 ptd, ru stripe, r3 4lX3w blk at base",
9000-90039,08/31/2007,11:12,MP1,TBE,BTLH,M,HY,3.6,47.4,17.0,29.0,5.0,N,,H,90%,"r2 blk tip, emarginated, r3 3lX2.5w, r2-5 blk at base ",
9000-90040,08/31/2007,11:15,MP1,TBE,BTLH,M,HY,3.5,49.9,17.0,30.0,5.0,N,,M-H,70%,r3 4lX2.5w pointed,
9000-90041,08/31/2007,11:25,MP1,FCE,BTLH,M,HY,3.6,50.6,17.0,29.1,6.0,N,,H,90%,"r3 3.2lX3.5w, r2 v faint ru stripe, no blk tip",
9000-90042,08/31/2007,11:28,MP1,TBE,BTLH,M,HY,3.4,48.4,16.5,32.0,6.0,N,,H,95%,"r3 3lX2.5w, blk at base, r2 blk tip, ru stripe, r1 str bar, ptd",
9000-90043,08/31/2007,11:30,MP1,FCE,BTLH,M,HY,3.6,50.4,17.1,28.0,5.8,N,,H,90%,"r3 2.5wX4l, pointed ",
9000-90045,08/31/2007,12:24,MP1,FCE,BTLH,M,HY,3.4,49.2,17.3,29.2,5.5,N,,M,,"r3 3.5lX3w, adult r2R growing in, r3-5 blk at base",
9000-90046,08/31/2007,12:43,MP1,FCE,BTLH,M,HY,3.7,49.2,17.6,30.5,5.5,N,,M,90%,"r3 3lX3.3w, r2 ptd, blk tip, ru stripe, r1 faint str bar",
9000-90047,09/01/2007,7:08,MCGC,FCE,BTLH,M,HY,3.4,48.0,17.3,30.2,5.0,N,,M-H,80%,"r3 2.5lX3w, v little blk on r3, r2 ptd, blk tip",
9000-90048,09/01/2007,7:10,MCGC,FCE,BTLH,M,HY,3.4,48.0,17.1,31.2,5.0,N,,H,90%,"r3 3lX3w, r2 sm blk tip, no ru stripe",
9000-90049,09/01/2007,11:21,HPK1,FCE,BTLH,M,HY,3.3,49.3,17.2,29.2,5.5,N,3c ,L-M,80%,"r3 3.5lX3.5w, r3-5 blk at base",
9000-90050,09/01/2007,11:42,HPK1,FCE,BTLH,M,HY,3.3,49.5,17.4,30.6,5.8,N,,H,95%,"r2 blk tip, ru stripe, r3 4.2lX4w",
9000-90051,09/01/2007,13:17,MP1,FCE,RUHU,F,AHY,4.0,44.8,18.0,27.8,3.5,L,18c,L,,"r2,3 LTW",
9000-90052,09/01/2007,13:49,MP1,FCE,BTLH,M,HY,3.6,49.9,17.2,30.0,5.5,N,2c,H,95%,"r2 pointed, r3 3lX3w",
9000-90054,09/01/2007,14:40,MP1,FCE,BTLH,M,HY,4.1,49.4,16.2,29.6,5.0,N,,H,95%,"r3 4lX3w, pointed",
9000-90055,09/02/2007,7:15,MCGC,FCE,BTLH,M,AHY,3.6,50.4,18.0,31.0,4.8,N,,,,no white on r5s,
9000-90056,09/08/2007,16:44,MP1,FCE,BTLH,M,HY,3.9,50.1,17.0,29.1,5.5,N,many L,h,90%,"r3 3lX3.5w, r2 blk tip, ru stripe, pointed, left side many gorget feathers",
9000-90057,09/08/2007,16:58,MP1,FCE,BTLH,M,HY,3.7,50.5,17.7,30.2,5.5,N,,H,95%,"r3 3lX3w, r2 ptd, ru stripe, blk tip",
9000-90058,09/08/2007,17:12,MP1,FCE,BTLH,M,HY,4.0,50.0,18.2,28.1,5.2,N,,H,90%,"r3 4.2lX3.2w, r3 blk along rachis",
9000-90059,09/09/2007,7:46,MCGC,FCE,BTLH,M,HY,3.6,49.3,17.0,29.3,5.2,N,1c,H,90%,"r3 2.5lX3w, r2 ptd, blk tip, ru stripe",
9000-90061,09/02/2007,7:16,MCGC,FCE,BTLH,M,HY,3.5,49.6,16.8,30.2,5.5,N,3c,M,95%,"r3 2lX2.5w, blk at base, r2 blk tip, ru stripe, ptd",
9000-90062,09/02/2007,8:00,MCGC,FCE,BTLH,M,HY,3.5,49.6,17.3,31.2,5.2,N,,H,95%,"r3 2.5lX3w, blk at base, r2 ptd, blk tip, ru stripe",
9000-90063,09/02/2007,11:32,MP1,FCE,BTLH,M,HY,3.7,51.1,17.1,31.0,5.6,N,,L,95%,"r3 5lX4w, ptd,r3-5 blk at base, r2 blk tip, ru stripe",
9000-90064,09/02/2007,12:36,MP1,FCE,BTLH,M,HY,3.5,48.1,17.8,31.0,5.5,N,,VH,,"r2 ptd, r3 3wX3.5l, r3-5 blk at base",
9000-90065,09/02/2007,13:05,MP1,FCE,BTLH,M,HY,3.5,49.8,17.0,29.8,5.4,N,,H,90%,"r3 3.6lX3w, sm gn at base, r5 blk outer web at base, r1 str bar on both",
9000-90066,09/02/2007,13:25,MP1,FCE,BTLH,M,HY,3.7,49.8,17.2,31.8,5.2,N,1c,H,95%,r3 3.2wX4l,
9000-90067,09/03/2007,7:36,MCGC,FCE,BTLH,M,HY,3.9,49.2,16.5,31.0,5.9,N,,M-H,95%,"r3 3lX3w, r2 ptd, blk tip, ru stripe, r3-5 blk at base, r1 has 3 str bars",
9000-90069,09/07/2007,15:12,MP1,TBE,BTLH,M,HY,3.6,47.9,17.0,30.0,5.0,N,,H,,"r3 4lX3w, r2 ptd, blk tip, ru stripe, ",
9000-90070,09/07/2007,15:23,MP1,TBE,BTLH,M,HY,3.5,48.6,18.0,31.5,5.5,N,1c,H,80%,"r3 3.5lX3w, r2 broad ru stripe, blk tip",
9000-90071,09/07/2007,15:43,MP1,TBE,BTLH,M,HY,3.8,47.4,17.0,29.5,5.0,N,,H,90%,"r3 3.5lX2,5w, r2 ptd, blk tip, no ru stripe, r5 outer web blk",
9000-90072,09/07/2007,18:05,HPK1,TBE,BTLH,M,HY,3.6,47.4,16.5,29.5,5.5,N,,H,98%,"r2 ru stripe, blk tip, r3 5lX2.5w, r3-5 faint blk at base, r1 stress bar",
9000-90073,09/08/2007,7:30,MCGC,FCE,BTLH,M,HY,3.5,48.5,17.1,29.0,5.8,N,,M,95+%,"r3 2lX2w, r2 ptd, no blk tip, ru stripe",
9000-90078,09/07/2007,14:54,MP1,TBE,BTLH,F,AHY,3.7,48.7,18.4,30.0,5.0,M,,M,,r3-4 MTW,
9000-90079,09/07/2007,14:57,MP1,TBE,BTLH,F,HY,3.7,48.5,17.0,31.0,6.0,N,,L,90%,"r3 6lX5w, r1 blk tip, r2 blk tip, no ru stripe",
9000-90080,09/07/2007,15:50,MP1,FCE,BTLH,F,AHY,3.5,50.3,18.9,29.3,5.5,M,,L,,r3-4 MTW,
9000-90081,09/07/2007,17:25,HPK1,TBE,BTLH,F,HY,4.2,49.9,17.5,32.0,6.0,N,,,95%,"r3 6.5lX5.5w, gn at base, r2 blk tip w/ buff fringe ",
9000-90082,09/07/2007,17:45,HPK1,TBE,BTLH,F,HY,3.6,49.0,17.5,30.0,5.0,N,,L,90%,"r3b5lX3.5w, r4-5 gn at base, r2 blk tip, no ru, ",
9000-90083,09/07/2007,17:55,HPK1,TBE,BTLH,F,HY,4.0,47.2,17.4,29.5,,N,,L,95%,"r3 6lX4w, r2 blk tip w/ white fringe, similar to E90082",
9000-90085,09/11/2007,16:25,MP1,FCE,BTLH,F,HY,3.7,48.1,18.4,29.9,5.0,N,,M-H,90%,"r3 6.2lX4.8w, r2 buff tip w/ blk, no ru stripe, p10L 4mm <p9L due to wing tip damage, unk cause ",
9000-90086,09/12/2007,12:27,MP1,FCE,BTLH,F,HY,3.2,48.9,18.2,30.2,5.0,N,,M,95%,"r3 5lX3w, r2 blk tip, no ru stripe, r3 gn at base",
9000-90087,09/12/2007,13:56,HPK1,FCE,BTLH,F,HY,3.6,48.4,18.3,29.2,5.5,N,,L,90%,r3 5.5lX4.5w,
9000-90101,09/12/2007,11:05,MP1,FCE,BTLH,M,HY,3.7,48.4,17.6,29.0,5.5,N,2c,M-H,95%,"r3 2.5lX2.5w, pointed, r2 ptd, blk tip, ru stripe",
