Band Number,Date,Time,Site,Bander,Species,Age,Sex,Mass,Wing Chord,Culmen,r1 Length,r5 Width,r1-5 Wear,Gorget,Throat,Grooves,Comments
9100-24102,8/4/2012,6:19,MCGC,FCE,RUHU,AHY,F,4,44.7,17.8,26.8,,,,,,
9100-24103,8/4/2012,6:19,MCGC,FCE,RUHU,AHY,F,3.8,45,19.1,26.5,,,,,,
9100-24104,8/4/2012,7:55,MCGC,FCE,BTLH,AHY,M,3.4,51,17.9,32.1,,,,,,
9100-24105,8/4/2012,8:15,MCGC,FCE,BTLH,AHY,M,3.5,48.9,18,31.1,,,,,,
9100-24106,8/4/2012,17:35,MP1,FCE,BTLH,HY,M,4.1,49.2,17,30.5,,,,,,
9100-24107,8/5/2012,9:47,HPK2,FCE,BTLH,HY,M,3.9,50.7,18.2,29.5,,,,,,
9100-24108,8/5/2012,10:05,HPK2,FCE,RUHU,AHY,F,3.5,44.9,17.8,25.1,,,,,,
9100-24110,8/5/2012,16:50,MP1,FCE,RUHU,HY,F,3.3,43.7,17.2,26.1,,,,,,
9100-24111,8/5/2012,17:45,MP1,FCE,RUHU,AHY,F,3.5,44.3,18.1,28,,,,,,
9100-24112,8/5/2012,17:45,MP1,FCE,BTLH,HY,M,3.7,48.6,16.3,28.2,,,,,,
9100-24113,8/5/2012,17:45,MP1,TBE,RUHU,HY,F,3.3,44,17.8,26,,,,,,
9100-24114,8/5/2012,18:12,MP1,FCE,BTLH,AHY,M,4,49.8,17.3,32.4,,,,,,
9100-24115,8/6/2012,6:40,MCGC,FCE,RUHU,AHY,F,4.2,44.3,17.2,27,,,,,,
9100-24117,8/4/2012,17:15,MP1,FCE,BTLH,AHY,F,3.6,50.1,18.2,31,,,,,,
9100-24118,8/4/2012,17:15,MP1,TBE,BTLH,AHY,F,3.4,50.2,18,28,,,,,,
9100-24119,8/4/2012,17:35,MP1,TBE,BTLH,AHY,F,4.1,49.9,18.6,30,,,,,,
9100-24120,8/4/2012,17:35,MP1,TBE,BTLH,AHY,F,4.2,49.5,19.1,30.1,,,,,,
9100-24121,8/4/2012,17:35,MP1,FCE,BTLH,AHY,F,3.7,51.2,17.5,30,,,,,,
9100-24122,8/4/2012,17:56,MP1,FCE,BTLH,AHY,F,3.8,50.5,19,31.5,,,,,,
9100-24123,8/4/2012,17:56,MP1,TBE,BTLH,AHY,F,3.7,48.9,18.6,29,,,,,,
9100-24124,8/4/2012,17:56,MP1,FCE,BTLH,AHY,F,4,50.3,19,30.4,,,,,,
9100-24125,8/4/2012,18:13,MP1,FCE,BTLH,AHY,F,3.6,49.3,18.5,30.2,,,,,,
9100-24126,8/4/2012,18:13,MP1,TBE,BTLH,AHY,F,3.6,49.5,19,30,,,,,,
9100-24127,8/4/2012,18:13,MP1,FCE,BTLH,AHY,F,3.8,51,19,29.8,,,,,,
9100-24128,8/4/2012,18:13,MP1,TBE,BTLH,AHY,F,3.5,49.3,18.4,30,,,,,,
9100-24129,8/4/2012,18:13,MP1,FCE,BTLH,AHY,F,4.1,49.1,19.1,30.8,,,,,,
9100-24130,8/4/2012,18:37,MP1,FCE,BTLH,AHY,F,3.5,49.7,19.1,30,,,,,,
9100-24131,8/4/2012,18:37,MP1,FCE,BTLH,HY,F,4,49.7,18,29.5,,,,,,
9100-24132,8/5/2012,10:16,HPK2,FCE,BTLH,AHY,F,3.7,49.9,19,29.1,,,,,,
9100-24133,8/5/2012,11:15,HPK2,FCE,BTLH,AHY,F,3.3,49.6,18.2,30,,,,,,
9100-24134,8/5/2012,11:35,HPK2,FCE,BTLH,AHY,F,3.5,49.7,20,31,,,,,,
9100-24135,8/5/2012,16:23,MP1,TBE,BTLH,AHY,F,3.1,49.5,18.7,31,,,,,,
9100-24136,8/5/2012,16:23,MP1,FCE,BTLH,AHY,F,3.8,50.2,18.2,30.2,,,,,,
9100-24137,8/5/2012,17:15,MP1,TBE,BTLH,AHY,F,3.7,49.9,18.3,30.5,,,,,,
9100-24138,8/5/2012,17:15,MP1,FCE,BTLH,AHY,F,3.6,50.2,18.7,30.5,,,,,,
9100-24139,8/5/2012,17:25,MP1,FCE,BTLH,AHY,F,3.8,50.2,19.1,30.8,,,,,,
9100-24140,8/5/2012,17:38,MP1,FCE,BTLH,AHY,F,4.4,49.5,19,30.5,,,,,,
9100-24141,8/5/2012,17:45,MP1,TBE,BTLH,AHY,F,4,49.9,18.2,29.5,,,,,,
9100-24142,8/5/2012,18:10,MP1,FCE,BTLH,AHY,F,3.7,49.2,19.2,29.1,,,,,,
9100-24143,8/5/2012,18:10,MP1,TBE,BTLH,AHY,F,3.8,48,18.2,30,,,,,,
9100-24144,8/5/2012,18:10,MP1,FCE,BTLH,AHY,F,3.5,51.4,18,31.5,,,,,,
9100-24145,8/5/2012,18:10,MP1,TBE,BTLH,AHY,F,3.6,48.9,19.2,29,,,,,,
9100-24146,8/5/2012,18:30,MP1,FCE,BTLH,AHY,F,3.7,50.4,19,31,,,,,,
9100-24147,8/5/2012,18:30,MP1,FCE,BTLH,AHY,F,4.5,48.9,18.2,30.5,,,,,,fat
9100-24148,8/6/2012,6:55,MCGC,TBE,BTLH,AHY,F,4.4,48.7,19,30.5,,,,,,
9100-24149,8/6/2012,7:10,MCGC,FCE,BTLH,AHY,F,3.2,48.9,19.1,29,,,,,,
9100-24150,8/6/2012,7:47,MCGC,FCE,BTLH,AHY,F,3.9,49.5,19,30.2,,,,,,
9100-24151,8/6/2012,7:24,MCGC,FCE,RUHU,AHY,F,3.9,44.6,17,27.5,,,,,,
9100-24152,8/6/2012,7:25,MCGC,FCE,RUHU,AHY,F,3.4,43.5,18,26.8,,,,,,
9100-24153,8/6/2012,7:25,MCGC,FCE,RUHU,HY,F,3.7,45.5,17.2,26.2,,,,,,
9100-24154,8/6/2012,8:25,MCGC,FCE,BTLH,AHY,M,3.6,48.6,18,32.1,,,,,,
9100-24155,8/7/2012,9:34,MP1,FCE,BTLH,HY,M,4.1,49.1,17.1,29,,,,,,
9100-24156,8/7/2012,10:00,MP1,TBE,BTLH,AHY,M,3.6,48.5,18.5,31.5,,,,,,
9100-24157,8/7/2012,10:35,MP1,FCE,RUHU,AHY,F,3.5,44.1,17.2,27.5,,,,,,
9100-24158,8/8/2012,10:20,KV1,FCE,RUHU,AHY,F,4.3,43.4,17.4,28,,,,,,
9100-24159,8/8/2012,13:37,GNMTN,FCE,RUHU,AHY,F,4.3,46,18.8,26.5,,,,,,
9100-24160,8/8/2012,13:45,GNMTN,FCE,RUHU,HY,F,3.2,44.3,17.2,26.5,,,,,,
9100-24161,8/8/2012,16:50,HOLZ,FCE,RUHU,AHY,F,4.5,44,18,27,,,,,,
9100-24162,8/8/2012,16:55,HOLZ,TBE,RUHU,AHY,F,3.3,43.9,,27,,,,,,
9100-24163,8/8/2012,18:09,HOLZ,FCE,BTLH,HY,M,3.9,50,17.8,29.5,,,,,,
9100-24164,8/8/2012,18:20,HOLZ,FCE,RUHU,AHY,F,4,44,17.4,25.6,,,,,,
9100-24165,8/8/2012,18:43,HOLZ,FCE,RUHU,HY,F,3.5,44.8,17,27,,,,,,
9100-24166,8/9/2012,8:02,MCGC,FCE,BTLH,HY,M,3.6,48.7,17.8,29,,,,,,
9100-24167,8/9/2012,8:30,MCGC,TBE,RUHU,AHY,F,5,43.6,17,29,,,,,,
9100-24168,8/11/2012,16:40,MCGC,TBE,BTLH,HY,M,3.6,48.2,16.7,30,,,,,,
9100-24169,8/14/2012,12:58,MCGC,FCE,RUHU,HY,F,3.6,46,18,27.2,,,,,,
9100-24170,8/14/2012,13:15,MCGC,FCE,BTLH,HY,M,3.5,49.2,17,30,,,,,,
9100-24171,8/14/2012,13:15,MCGC,FCE,BTLH,HY,M,3.3,50.1,17.2,29.5,,,,,,
9100-24172,8/15/2012,7:20,MCGC,FCE,BTLH,HY,M,3.5,48.6,17.7,28.2,,,,,,
9100-24173,8/15/2012,7:32,MCGC,FCE,BTLH,HY,M,3.5,48.6,18.2,29,,,,,,
9100-24174,8/15/2012,7:50,MCGC,FCE,BTLH,AHY,M,3.9,49.6,18.1,31,,,,,,
9100-24175,8/15/2012,7:55,MCGC,FCE,BTLH,HY,M,3.7,50.2,18.5,29.5,,,,,,
9100-24176,8/5/2012,18:48,MP1,FCE,CAHU,HY,F,2.8,43.1,16.3,22.6,,,,,,
9100-24177,8/6/2012,6:40,MCGC,FCE,CAHU,HY,M,2.5,42.3,13.1,20.5,,,,,,
9100-24178,8/16/2012,10:17,HOLZ,FCE,CAHU,HY,F,2.4,44.1,14.9,22.8,,,,,,
9100-24179,8/7/2012,10:16,MP1,FCE,CAHU,HY,M,3.7,43.7,14.5,20.7,,,,,,
9100-24180,8/9/2012,11:00,MCGC,FCE,CAHU,AHY,F,2.6,42.6,15.5,20,,,,,,
9100-24181,8/6/2012,7:47,MCGC,FCE,BTLH,AHY,F,3.9,50.4,19,30.1,,,,,,
9100-24182,8/7/2012,9:20,MP1,TBE,BTLH,HY,M,3.8,48.8,17,29,,,,,,
9100-24183,8/7/2012,9:34,MP1,FCE,BTLH,AHY,F,3.6,50.2,18.5,29.9,,,,,,
9100-24184,8/7/2012,9:34,MP1,TBE,BTLH,AHY,F,3.4,48.8,19.5,29,,,,,,
9100-24185,8/7/2012,9:54,MP1,TBE,BTLH,HY,F,3.5,48.6,17.5,29,,,,,,
9100-24186,8/7/2012,9:54,MP1,TBE,BTLH,AHY,F,4.2,50.1,19,30,,,,,,
9100-24187,8/7/2012,9:54,MP1,FCE,BTLH,HY,F,3.5,48.5,18.3,29.2,,,,,,
9100-24188,8/7/2012,10:15,MP1,TBE,BTLH,HY,F,3.6,48.6,17.5,31,,,,,,
9100-24189,8/7/2012,10:38,MP1,TBE,BTLH,AHY,F,3.6,50,19.1,30,,,,,,
9100-24190,8/7/2012,10:50,MP1,FCE,BTLH,AHY,F,3.9,50,19,29.2,,,,,,
9100-24191,8/7/2012,11:02,MP1,FCE,BTLH,AHY,F,3.5,48.8,19.1,28.7,,,,,,
9100-24192,8/7/2012,11:02,MP1,TBE,BTLH,AHY,F,4.1,48.4,19.9,29.5,,,,,,
9100-24193,8/7/2012,11:03,MP1,FCE,BTLH,AHY,F,3.9,49.4,18.7,30.8,,,,,,
9100-24194,8/7/2012,11:03,MP1,TBE,BTLH,AHY,F,3.3,50,18.5,29,,,,,,
9100-24195,8/7/2012,11:18,MP1,FCE,BTLH,AHY,F,3.4,49.8,19.7,30.1,,,,,,
9100-24196,8/9/2012,8:02,MCGC,FCE,BTLH,AHY,F,4.4,48.9,19,30,,,,,,
9100-24197,8/9/2012,8:20,MCGC,FCE,BTLH,HY,F,3.3,48.9,19,30.3,,,,,,
9100-24198,8/9/2012,18:06,MCGC,FCE,BTLH,AHY,F,3.5,50.3,17.9,30.2,,,,,,
9100-24199,8/9/2012,18:06,MCGC,FCE,BTLH,HY,F,4.1,50.3,16.9,30.1,,,,,,
9100-24200,8/11/2012,15:50,MCGC,TBE,BTLH,AHY,F,3.8,50,18.2,29.5,,,,,,
9100-57001,8/8/2012,10:27,KV1,FCE,BTLH,AHY,F,3.2,51.3,17.1,32,,,,,,
9100-57002,8/8/2012,10:45,KV1,FCE,BTLH,AHY,F,3.8,51.4,19.2,32.2,,,,,,
9100-57003,8/8/2012,11:20,KV1,FCE,BTLH,AHY,F,3.2,50.9,19.5,30,,,,,,
9100-57004,8/8/2012,11:42,KV1,FCE,BTLH,AHY,F,3.5,50.3,19.1,29.9,,,,,,
9100-57005,8/8/2012,13:26,GNMTN,FCE,BTLH,AHY,F,3.8,50.1,20,28.1,,,,,,
9100-57006,8/8/2012,14:10,GNMTN,FCE,BTLH,HY,F,3.9,47.6,18.2,28,,,,,,
9100-57007,8/8/2012,14:20,GNMTN,FCE,BTLH,AHY,F,3.5,50.5,19.2,29.5,,,,,,
9100-57008,8/8/2012,14:35,GNMTN,FCE,BTLH,AHY,F,4,49.8,17.8,30.1,,,,,,
9100-57009,8/8/2012,14:56,GNMTN,FCE,BTLH,AHY,F,3.4,49.4,19,28,,,,,,
9100-57010,8/8/2012,14:58,GNMTN,FCE,BTLH,AHY,F,4.4,49.8,19.2,30,,,,,,
9100-57011,8/8/2012,15:05,GNMTN,FCE,BTLH,AHY,F,4.4,50.2,19,30,,,,,,
9100-57012,8/8/2012,16:55,HOLZ,FCE,BTLH,AHY,F,4.2,50.3,18.2,31,,,,,,
9100-57013,8/8/2012,16:55,HOLZ,FCE,BTLH,AHY,F,3.7,50.6,19.3,30.4,,,,,,
9100-57014,8/8/2012,17:24,HOLZ,FCE,BTLH,AHY,F,4.4,49.6,20.1,29.1,,,,,,
9100-57015,8/8/2012,17:34,HOLZ,FCE,BTLH,AHY,F,4.2,50.6,19,30.2,,,,,,
9100-57016,8/8/2012,17:34,HOLZ,FCE,BTLH,AHY,F,3.3,49.6,17,32,,,,,,
9100-57017,8/8/2012,17:48,HOLZ,FCE,BTLH,AHY,F,4.5,52,20,31,,,,,,
9100-57018,8/8/2012,18:00,HOLZ,FCE,BTLH,AHY,F,3.4,49.6,18.4,30,,,,,,
9100-57019,8/8/2012,18:27,HOLZ,FCE,BTLH,AHY,F,4.2,49.8,20.1,29.8,,,,,,
9100-57020,8/8/2012,18:27,HOLZ,TBE,BTLH,AHY,F,4.6,49.8,18.8,31,,,,,,
9100-57021,8/14/2012,13:42,MCGC,FCE,BTLH,AHY,F,3.3,49.6,18.6,29,,,,,,
9100-57022,8/14/2012,19:45,MCGC,FCE,BTLH,HY,F,3.9,49.5,18.2,29.2,,,,,,
9100-57023,8/15/2012,6:22,MCGC,FCE,BTLH,HY,M,3.9,48.7,18,29.1,,,,,,
9100-57024,8/15/2012,8:15,MCGC,FCE,BTLH,AHY,F,3.6,51.5,20.1,31.1,,,,,,
9100-57025,8/15/2012,14:55,MP1,FCE,BTLH,AHY,F,3.9,50.8,18,30.2,,,,,,
9100-57026,8/15/2012,15:03,MP1,FCE,BTLH,AHY,F,3.7,49.8,19.3,,,,,,,former H41970
9100-57027,8/15/2012,15:03,MP1,TBE,BTLH,AHY,F,3.8,47.8,18.2,30,,,,,,
9100-57028,8/15/2012,15:24,MP1,TBE,BTLH,AHY,F,4.2,50.9,19.2,30.6,,,,,,
9100-57029,8/15/2012,15:24,MP1,FCE,BTLH,AHY,F,4.5,48,18.7,30,,,,,,
9100-57030,8/15/2012,15:35,MP1,FCE,BTLH,AHY,F,3.7,49.1,18,31,,,,,,
9100-57031,8/15/2012,15:48,MP1,TBE,BTLH,HY,F,3.7,49.2,17,31.2,,,,,,
9100-57032,8/15/2012,15:48,MP1,TBE,BTLH,AHY,F,5.3,49.5,19.5,30,,,,,,extensive fat
9100-57033,8/15/2012,16:10,MP1,FCE,BTLH,AHY,F,4.3,51.1,19.8,30,,,,,,
9100-57034,8/15/2012,16:45,MP1,FCE,BTLH,AHY,F,3.5,50.3,18.1,29.2,,,,,,
9100-57035,8/15/2012,16:45,MP1,FCE,BTLH,AHY,F,5.3,48.1,19,27.8,,,,,,extensive fat
9100-57036,8/15/2012,17:05,MP1,FCE,BTLH,AHY,F,4.1,49.3,18.5,31,,,,,,
9100-57037,8/16/2012,11:05,HOLZ,FCE,BTLH,AHY,F,3.6,51,20.1,30.4,,,,,,
9100-57038,8/16/2012,11:05,HOLZ,FCE,BTLH,AHY,F,3.8,50.3,19.8,30.1,,,,,,
9100-57039,8/16/2012,11:23,HOLZ,FCE,BTLH,HY,F,3.3,49.4,18,28.9,,,,,,
9100-57040,8/16/2012,11:44,HOLZ,FCE,BTLH,HY,F,3.3,47.8,18.9,30,,,,,,
9100-57041,8/16/2012,14:15,KV1,FCE,BTLH,AHY,F,3.6,51.9,20,30.2,,,,,,
9100-57042,8/15/2012,14:20,KV1,FCE,BTLH,AHY,F,4.1,51.4,18.2,31.5,,,,,,
9100-57043,8/16/2012,16:12,GNMTN,FCE,BTLH,HY,F,4,49.5,17.3,28.3,,,,,,
9100-57044,8/18/2012,6:28,MCGC,FCE,BTLH,HY,F,3.5,49.5,18.2,29.4,,,,,,
9100-57045,8/18/2012,7:43,MCGC,FCE,BTLH,HY,F,3.6,49.7,18,28.8,,,,,,
9100-57046,8/18/2012,8:02,MCGC,FCE,BTLH,HY,F,3.4,48.8,19,28.6,,,,,,
9100-57047,8/18/2012,15:35,MP1,FCE,BTLH,AHY,F,3.8,50.3,19,29.1,,,,,,
9100-57048,8/18/2012,15:35,MP1,FCE,BTLH,AHY,F,3.5,49,18.6,29.8,,,,,,p2 molt
9100-57049,8/18/2012,16:00,MP1,FCE,BTLH,AHY,F,3.8,49,19.5,30.5,,,,,,
9100-57050,8/18/2012,16:00,MP1,FCE,BTLH,HY,F,4.1,49.1,19,30.1,,,,,,
9100-57053,8/15/2012,7:58,MCGC,FCE,BTLH,HY,M,3.4,49.2,18.3,30.1,,,,,,
9100-57054,8/15/2012,8:12,MCGC,FCE,BTLH,HY,M,3.5,50,17,29.2,,,,,,
9100-57055,8/15/2012,14:55,MP1,TBE,BTLH,AHY,M,3.7,47.7,17,30,,,,,,
9100-57056,8/15/2012,16:10,MP1,TBE,BTLH,HY,M,3.5,48,16.7,,,,,,,r1s missing
9100-57057,8/15/2012,16:22,MP1,TBE,BTLH,HY,M,3.8,47.2,16.8,28.5,,,,,,
9100-57058,8/15/2012,16:35,MP1,FCE,BTLH,HY,M,3.7,48.3,17,30.2,,,,,,
9100-57059,8/16/2012,10:00,HOLZ,FCE,RUHU,AHY,F,3.5,43.6,18.7,26,,,,,,
9100-57060,8/16/2012,10:05,HOLZ,FCE,RUHU,HY,F,4.1,45.1,17.5,,,,,,,missing r1 and 2 tips
9100-57061,8/16/2012,10:23,HOLZ,FCE,BTLH,HY,M,3.7,49,17.8,30.6,,,,,,
9100-57062,8/16/2012,11:29,HOLZ,FCE,RUHU,AHY,F,3.5,43.7,17,27.8,,,,,,
9100-57063,8/16/2012,16:54,GNMTN,FCE,RUHU,AHY,F,3.4,44.5,17.8,29.2,,,,,,
9100-57064,8/18/2012,6:28,MCGC,FCE,BTLH,HY,M,3.6,48.3,17.1,30,,,,,,
9100-57065,8/18/2012,7:02,MCGC,FCE,RUHU,HY,F,3.5,46.1,17,26.7,,,,,,
9100-57066,8/18/2012,8:21,MCGC,FCE,BTLH,HY,M,3.4,50.1,16.2,29.6,,,,,,
9100-57067,8/18/2012,15:35,MP1,FCE,BTLH,HY,M,3.6,49.1,16.5,29.9,,,,,,
9100-57068,8/18/2012,16:20,MP1,FCE,BTLH,HY,M,4.5,49.6,17.1,30,,,,,,
9100-57069,8/18/2012,16:40,MP1,FCE,RUHU,AHY,F,3.9,45,18,25.7,,,,,,
9100-57070,8/18/2012,17:10,MP1,FCE,BTLH,HY,M,3.9,50.8,17.3,30.2,,,,,,
9100-57071,8/19/2012,7:38,MCGC,FCE,BTLH,HY,M,3.7,50.3,17.2,28.8,,,,,,
9100-57072,8/19/2012,7:56,MCGC,FCE,BTLH,HY,M,3.7,48.8,17.1,30,,,,,,
9100-57073,8/19/2012,8:00,MCGC,TBE,BTLH,HY,M,3.8,48.8,17.2,29,,,,,,
9100-57074,8/19/2012,8:08,MCGC,TBE,BTLH,AHY,M,3.3,49.5,18.3,32,,,,,,
9100-57075,8/19/2012,8:15,MCGC,FCE,BTLH,HY,M,3.5,48.6,18,28.2,,,,,,
9100-57076,8/16/2012,10:50,HOLZ,FCE,RUHU,HY,M,4,43.3,16.8,27,,,,,,
9100-57077,8/18/2012,18:15,MP1,FCE,RUHU,HY,M,3.5,43.5,16,28,,,,,,
9100-57078,8/19/2012,16:15,MP1,TBE,RUHU,HY,M,4.3,42.5,17,25,,,,,,
9100-57079,8/19/2012,18:15,MP1,FCE,RUHU,HY,M,3.8,42.6,16,28.1,,,,,,
9100-57080,8/22/2012,10:51,HPK2,FCE,RUHU,HY,M,3.3,42.7,16.7,26.1,,,,,,
9100-57081,8/18/2012,16:30,MP1,FCE,BTLH,AHY,F,3.5,50.1,19.1,30,,,,,,
9100-57082,8/18/2012,16:50,MP1,FCE,BTLH,AHY,F,3.8,50.2,19.2,30,,,,,,
9100-57083,8/18/2012,17:00,MP1,FCE,BTLH,AHY,F,4.2,51.3,19.8,30,,,,,,
9100-57084,8/18/2012,17:20,MP1,FCE,BTLH,HY,F,3.6,50.7,19,29,,,,,,
9100-57085,8/18/2012,17:20,MP1,FCE,BTLH,AHY,F,3.9,50.2,18.5,29.9,,,,,,
9100-57086,8/18/2012,17:20,MP1,FCE,BTLH,AHY,F,4.1,50.9,20.1,30,,,,,,
9100-57087,8/18/2012,17:40,MP1,FCE,BTLH,HY,F,4.2,49.6,18.1,29,,,,,,
9100-57088,8/18/2012,17:40,MP1,FCE,BTLH,AHY,F,3.6,50.6,19,29.8,,,,,,
9100-57089,8/18/2012,17:55,MP1,FCE,BTLH,AHY,F,3.9,50,19.2,29.5,,,,,,
9100-57090,8/18/2012,17:55,MP1,FCE,BTLH,AHY,F,3.6,50.5,19,31,,,,,,
9100-57091,8/16/2012,13:50,KV1,FCE,CAHU,HY,F,2.7,44.1,16.5,22,,,,,,
9100-57092,8/18/2012,7:02,MCGC,FCE,CAHU,AHY,F,3.8,41.3,15.8,20.5,,,,,,
9100-57093,8/18/2012,7:02,MCGC,FCE,CAHU,HY,M,3,42.5,14.8,22.1,,,,,,
9100-57094,8/19/2012,17:50,MP1,FCE,CAHU,HY,F,3.3,43.4,16.2,22.1,,,,,,
9100-57095,8/22/2012,10:41,HPK2,FCE,CAHU,HY,M,3.1,41.8,13.8,20,,,,,,
9100-57096,8/22/2012,10:52,HPK2,FCE,CAHU,HY,M,3.3,42.1,13.8,20.5,,,,,,
9100-57097,8/22/2012,11:07,HPK2,FCE,CAHU,HY,M,2.8,42.7,14.1,19.9,,,,,,
9100-57098,8/25/2012,9:52,MP1,FCE,CAHU,HY,M,2.7,41.1,15.3,20.3,,,,,,
9100-57099,8/30/2012,11:14,MP1,FCE,CAHU,HY,M,2.4,41.2,13.5,19.4,,,,,,
9100-57100,8/31/2012,7:56,MP1,FCE,CAHU,HY,M,2.6,42,14.9,21.1,,,,,,
9100-57101,8/19/2012,6:52,MCGC,FCE,BTLH,HY,F,3.6,48.9,18,29.2,,,,,,
9100-57102,8/19/2012,7:15,MCGC,FCE,BTLH,HY,F,3.6,49.8,19,28.1,,,,,,
9100-57103,8/19/2012,7:24,MCGC,FCE,BTLH,HY,F,3.4,48.7,19,28.8,,,,,,
9100-57104,8/19/2012,7:38,MCGC,TBE,BTLH,HY,F,3.7,47.1,17,26.5,,,,,,
9100-57105,8/19/2012,11:47,CC3,TBE,BTLH,HY,F,4.5,49.3,19.2,30.6,,,,,,
9100-57106,8/19/2012,12:00,CC3,TBE,BTLH,AHY,F,2.9,48.5,19.5,30.5,,,,,,
9100-57107,8/19/2012,12:20,CC3,TBE,BTLH,AHY,F,3.1,49.9,19,30,,,,,,
9100-57108,8/19/2012,16:15,MP1,TBE,BTLH,AHY,F,3.1,48.9,19,29.5,,,,,,
9100-57109,8/19/2012,16:35,MP1,TBE,BTLH,AHY,F,4.7,48.7,19,29.5,,,,,,
9100-57110,8/22/2012,10:06,HPK2,FCE,BTLH,AHY,F,3.9,50,19.6,30.5,,,,,,
9100-57111,8/19/2012,16:35,MP1,FCE,BTLH,HY,F,3.8,47.9,17.8,29,,,,,,
9100-57112,8/19/2012,16:55,MP1,TBE,BTLH,HY,F,3.5,48.7,19,29,,,,,,
9100-57113,8/19/2012,16:58,MP1,FCE,BTLH,AHY,F,4.3,51.3,19.6,30.5,,,,,,
9100-57114,8/19/2012,16:58,MP1,TBE,BTLH,HY,F,3.4,47.6,18.2,29,,,,,,
9100-57115,8/19/2012,17:30,MP1,FCE,BTLH,HY,F,3.8,48.6,18,30.8,,,,,,
9100-57116,8/19/2012,7:40,MCGC,TBE,BTLH,HY,M,3.5,49.8,17.2,30,,,,,,
9100-57117,8/19/2012,11:30,CC3,FCE,BTLH,AHY,M,3.7,48.8,17.8,31.8,,,,,,
9100-57118,8/19/2012,12:38,CC3,TBE,BTLH,AHY,M,3.4,47.8,18.3,31,,,,,,
9100-57119,8/22/2012,10:05,HPK2,FCE,BTLH,HY,M,3.4,50.6,17.5,30.2,,,,,,
9100-57120,8/19/2012,17:20,MP1,FCE,BTLH,HY,M,3.9,49.3,16.3,28.5,,,,,,
9100-57121,8/19/2012,18:00,MP1,FCE,BTLH,HY,M,3.9,49.8,18.1,30.5,,,,,,
9100-57122,8/22/2012,10:06,HPK2,FCE,BTLH,HY,M,3.5,48.9,15,29.6,,,,,,
9100-57123,8/22/2012,11:14,HPK2,FCE,BTLH,HY,M,3.5,48.7,18,29.2,,,,,,
9100-57124,8/22/2012,11:32,HPK2,FCE,BTLH,HY,M,3.7,50.2,18.3,29.2,,,,,,
9100-57125,8/22/2012,11:45,HPK2,FCE,BTLH,HY,M,3.5,49.2,17.1,30.2,,,,,,
9100-57126,8/19/2012,17:40,MP1,FCE,BTLH,HY,F,3.8,49.8,18.2,30.5,,,,,,
9100-57127,8/19/2012,17:40,MP1,FCE,BTLH,HY,F,3.6,48.7,18,28.2,,,,,,
9100-57128,8/19/2012,17:50,MP1,FCE,BTLH,HY,F,3.5,48.8,19.2,30.5,,,,,,
9100-57129,8/19/2012,18:28,MP1,FCE,BTLH,HY,F,3.9,49.8,19,29,,,,,,
9100-57130,8/22/2012,9:55,HPK2,FCE,BTLH,HY,F,3.2,49.2,18.1,30.6,,,,,,
9100-57131,8/22/2012,10:06,HPK2,FCE,BTLH,HY,F,3.3,50.4,18.4,29.6,,,,,,
9100-57132,8/22/2012,11:43,HPK2,FCE,BTLH,AHY,F,3.8,49,19.8,29.2,,,,,,
9100-57133,8/22/2012,13:25,MP1,FCE,BTLH,HY,F,3.2,49.9,19.1,29.8,,,,,,
9100-57134,8/22/2012,13:43,MP1,TBE,BTLH,AHY,F,3.4,49.3,17.9,31,,,,,,
9100-57135,8/23/2012,16:30,MP1,FCE,BTLH,HY,F,4.2,50.1,18.3,30,,,,,,
9100-57136,8/22/2012,14:10,MP1,FCE,BTLH,HY,F,3.9,51,19.5,31,,,,,,
9100-57137,8/23/2012,6:59,MCGC,FCE,BTLH,HY,F,3.1,48,18.7,28.1,,,,,,
9100-57138,8/23/2012,7:50,MCGC,FCE,BTLH,HY,F,3.4,49.2,17.8,32,,,,,,
9100-57139,8/23/2012,8:06,MCGC,FCE,BTLH,HY,F,3.8,49.9,19.1,31.5,,,,,,
9100-57140,8/23/2012,13:30,MP1,FCE,BTLH,AHY,F,3.9,49.4,18.3,29,,,,,,
9100-57141,8/22/2012,13:20,MP1,FCE,RUHU,HY,M,3.1,43.3,17,27.5,,,,,,
9100-57142,8/23/2012,14:05,MP1,FCE,RUHU,HY,M,3.8,43.5,16.2,26.7,,,,,,
9100-57143,8/23/2012,15:12,MP1,FCE,RUHU,HY,M,4.3,42.9,17.8,27,,,,,,fat
9100-57144,8/26/2012,15:15,KV1,TBE,RUHU,HY,M,4.8,42.2,16,26,,,,,,fat
9100-57146,8/22/2012,13:25,MP1,FCE,BTLH,HY,M,3.7,50,17.2,30,,,,,,
9100-57147,8/22/2012,13:40,MP1,FCE,BTLH,HY,M,3.3,49.9,18.2,28,,,,,,former L61571 foreign
9100-57148,8/22/2012,18:10,MCGC,FCE,BTLH,HY,M,3.7,49.6,17,30.2,,,,,,
9100-57149,8/22/2012,18:18,MCGC,TBE,RUHU,HY,F,3.7,45.1,17,26,,,,,,
9100-57150,8/22/2012,18:30,MCGC,TBE,BTLH,HY,M,3.8,48,15.5,30,,,,,,
9100-57151,8/23/2012,13:30,MP1,FCE,BTLH,HY,F,4.2,49.3,19.2,30,,,,,,
9100-57152,8/23/2012,14:25,MP1,FCE,BTLH,HY,F,4.2,50.6,18.1,29,,,,,,
