Band Number,Date,Time,Site,Bander,Species,Age,Sex,Mass,Wing Chord,Culmen,r1 Length,r5 Width,r1-5 Wear,Gorget,Throat,Grooves,Comments,Old Band Number
4100-58830,08/19/2010,13:15,MP1,TBE,BTLH,HY,F,3.62,45.9,16.0,27.2,,,,,,,
4100-58831,08/19/2010,13:15,MP1,TBE,BTLH,AHY,F,2.97,47.3,19.0,,,,,,,,
4100-58832,08/19/2010,13:15,MP1,TBE,BTLH,HY,F,3.43,50.7,18.8,30.5,,,,,,,
4100-58833,08/19/2010,13:30,MP1,FCE,BTLH,AHY,F,3.78,49.9,20.5,30.7,,,,,,,
4100-58834,08/19/2010,13:15,MP1,TBE,BTLH,HY,F,,,,,,,,,,escaped,
4100-58835,08/19/2010,14:00,MP1,FCE,BTLH,AHY,F,3.7,50.6,19.8,30.2,,,,,,,
4100-58836,08/19/2010,14:05,MP1,TBE,BTLH,AHY,F,4.6,49.9,19.5,31.0,,,,,,,
4100-58837,08/19/2010,14:00,MP1,FCE,BTLH,HY,F,3.5,50.1,18.3,31.0,,,,,,,
4100-58838,08/19/2010,14:15,MP1,FCE,BTLH,HY,F,3.9,49.3,18.0,29.4,,,,,,,
4100-58839,08/19/2010,11:25,MP1,FCE,BTLH,AHY,F,3.53,48.0,18.4,29.2,,,,,,,
4100-58840,08/20/2010,8:08,MCGC,FCE,BTLH,HY,M,3.8,50.0,17.5,30.2,,,,,,,
4100-58841,08/15/2010,14:06,KV1,FCE,BTLH,HY,F,4.18,48.7,19.0,31.7,,,,,,,
4100-58842,08/15/2010,14:06,KV1,FCE,BTLH,AHY,F,3.3,51.7,19.1,30.8,,,,,,,
4100-58843,08/15/2010,14:25,KV1,FCE,BTLH,AHY,F,3.72,49.4,19.7,30.1,,,,,,,
4100-58844,08/15/2010,14:50,KV1,FCE,BTLH,AHY,F,3.7,49.6,18.2,30.2,,,,,,,
4100-58846,08/15/2010,15:30,KV1,FCE,BTLH,AHY,F,3.83,51.5,18.8,29.5,,,,,,,
4100-58847,08/15/2010,15:30,KV1,FCE,BTLH,AHY,F,3.23,49.4,19.8,30.1,,,,,,,
4100-58848,08/15/2010,15:40,KV1,FCE,BTLH,AHY,F,3.42,49.9,19.6,32.0,,,,,,,
4100-58849,08/15/2010,15:48,KV1,FCE,BTLH,AHY,F,3.98,51.2,18.5,32.0,,,,,,,
4100-58850,08/17/2010,9:50,MP1,TBE,BTLH,AHY,F,3.32,,19.0,30.0,,,,,,,
4100-58851,08/17/2010,9:50,MP1,TBE,BTLH,AHY,F,3.6,49.5,19.4,31.0,,,,,,,
4100-58852,08/17/2010,9:50,MP1,TBE,BTLH,AHY,F,4.9,49.8,18.3,30.5,,,,,,,
4100-58853,08/17/2010,10:55,MP1,FCE,BTLH,AHY,F,3.73,49.0,19.1,29.5,,,,,,,
4100-58854,08/17/2010,11:45,MP1,TBE,BTLH,AHY,F,4.75,48.9,18.1,29.0,,,,,,,
4100-58855,08/17/2010,11:45,MP1,FCE,BTLH,AHY,F,3.79,50.7,18.2,31.0,,,,,,,
4100-58856,08/17/2010,12:16,MP1,FCE,BTLH,HY,F,4.43,51.3,16.5,30.0,,,,,,,
4100-58857,08/17/2010,12:35,MP1,FCE,BTLH,HY,F,3.22,49.7,18.3,29.6,,,,,,,
4100-58858,08/17/2010,12:55,MP1,FCE,BTLH,AHY,F,3.47,51.6,19.1,30.3,,,,,,,
4100-58859,08/17/2010,13:45,MP1,TBE,BTLH,AHY,F,3.8,49.2,18.4,31.0,,,,,,,
4100-58860,08/17/2010,14:00,MP1,TBE,BTLH,AHY,F,3.8,48.7,19.0,31.0,,,,,,,
4100-58861,08/17/2010,14:05,MP1,TBE,BTLH,AHY,F,3.5,49.5,18.0,30.0,,,,,,,
4100-58862,08/17/2010,14:08,MP1,FCE,BTLH,HY,F,,48.6,19.1,29.5,,,,,,,
4100-58863,08/17/2010,14:08,MP1,TBE,BTLH,AHY,F,3.59,49.0,18.4,31.0,,,,,,,
4100-58864,08/17/2010,14:08,MP1,FCE,BTLH,AHY,F,4.15,49.9,19.0,29.9,,,,,,,
4100-58865,08/19/2010,19:06,CC3,FCE,BTLH,AHY,F,3.92,49.9,19.3,30.5,,,,,,,
4100-58866,08/20/2010,8:07,MCGC,FCE,BTLH,AHY,F,3.7,51.6,18.1,31.3,,,,,,,
4100-58867,08/20/2010,8:56,MCGC,FCE,BTLH,HY,F,4.9,50.6,18.2,30.0,,,,,,,
4100-58868,08/20/2010,8:56,MCGC,FCE,BTLH,AHY,F,3.7,49.6,18.2,31.0,,,,,,,
4100-58870,08/22/2010,11:15,MCGC,FCE,BTLH,AHY,F,3.9,50.9,19.8,30.7,,,,,,,
4100-58871,08/19/2010,7:20,MCGC,FCE,BTLH,HY,M,3.7,50.3,18.0,30.9,,,,,,,
4100-58872,08/19/2010,7:35,MCGC,TBE,BTLH,HY,M,3.9,50.1,17.5,29.0,,,,,,,
4100-58873,08/19/2010,11:20,MP1,FCE,BTLH,AHY,M,3.86,49.9,16.0,31.2,,,,,,,
4100-58874,08/19/2010,13:30,MP1,FCE,BTLH,HY,M,4.15,49.8,16.5,29.0,,,,,,,
4100-58875,08/19/2010,18:47,CC3,FCE,BTLH,HY,M,4.14,48.8,17.2,29.5,,,,,,,
4100-58876,08/15/2010,13:59,KV1,FCE,BTLH,AHY,F,3.65,49.1,19.0,30.8,,,,,,,
4100-58877,08/23/2010,10:48,MP1,TBE,RUHU,AHY,F,3.7,43.1,18.1,30.0,,,,,,,
4100-58878,08/23/2010,13:20,MP1,FCE,BTLH,HY,M,3.83,48.9,16.5,30.2,,,,,,,
4100-58879,08/23/2010,13:20,MP1,FCE,BTLH,HY,M,3.56,50.2,16.8,29.0,,,,,,,
4100-58880,08/23/2010,13:40,MP1,FCE,BTLH,HY,M,3.8,49.0,18.2,29.0,,,,,,,
4100-58881,08/23/2010,13:40,MP1,TBE,BTLH,AHY,F,3.62,48.0,18.5,31.0,,,,,,,
4100-58882,08/28/2010,9:26,MCGC,FCE,BTLH,HY,F,3.4,49.4,18.0,31.0,,,,,,,
4100-58883,08/28/2010,17:20,MP1,FCE,BTLH,HY,F,3.49,48.6,18.0,29.2,,,,,,,
4100-58884,08/28/2010,17:25,MP1,FCE,BTLH,HY,F,3.33,48.8,18.2,30.5,,,,,,,
4100-58885,08/28/2010,17:38,MP1,FCE,BTLH,HY,F,3.85,49.1,18.6,30.8,,,,,,,
4100-58886,08/28/2010,17:46,MP1,FCE,BTLH,HY,F,3.89,50.7,19.2,31.3,,,,,,,
4100-58887,08/29/2010,7:00,MCGC,FCE,BTLH,HY,M,4,50.8,18.1,30.1,,,,,,,
4100-58888,08/28/2010,17:55,MP1,TBE,BTLH,AHY,F,4.18,49.1,19.1,31.0,,,,,,,
4100-58889,08/29/2010,7:33,MCGC,FCE,BTLH,HY,F,4.4,50.0,17.7,30.0,,,,,,,
4100-58890,08/29/2010,15:30,MP1,FCE,BTLH,HY,M,3.69,50.2,18.6,31.0,,,,,,,
4100-58891,08/29/2010,15:20,MP1,TBE,BTLH,AHY,F,3.23,48.7,18.1,30.0,,,,,,,
4100-58892,08/29/2010,17:00,MP1,FCE,BTLH,HY,F,3.8,50.1,17.8,30.5,,,,,,,
4100-58893,08/29/2010,17:00,MP1,FCE,BTLH,AHY,F,3.47,51.1,18.1,31.0,,,,,,,
4100-58894,08/29/2010,17:00,MP1,FCE,BTLH,HY,M,3.3,49.4,16.0,29.2,,,,,,,
4100-58895,08/29/2010,17:20,MP1,FCE,BTLH,HY,F,,48.9,17.4,30.2,,,,,,,
4100-58896,08/26/2010,12:50,MP1,FCE,CAHU,HY,M,2.7,41.8,14.3,20.2,,,,,,,
4100-58897,08/28/2010,16:58,MP1,FCE,CAHU,HY,M,2.95,43.3,15.1,22.5,,,,,,,
4100-58898,08/29/2010,16:35,MP1,FCE,CAHU,HY,M,2.61,42.6,13.2,19.5,,,,,,,
4100-58899,09/12/2010,8:45,MCGC,TBE,CAHU,HY,M,3.5,42.1,15.4,21.0,,,,,,,
4100-58911,08/23/2010,11:05,MP1,TBE,BTLH,AHY,F,3.6,49.9,19.0,31.0,,,,,,,
4100-58912,08/23/2010,11:05,MP1,TBE,BTLH,HY,F,3.72,48.1,17.4,30.0,,,,,,,
4100-58913,08/23/2010,11:25,MP1,TBE,BTLH,AHY,F,3.35,49.5,19.0,31.0,,,,,,,
4100-58914,08/23/2010,11:25,MP1,FCE,BTLH,AHY,F,3.5,50.7,18.8,31.7,,,,,,,
4100-58915,08/23/2010,11:35,MP1,TBE,BTLH,AHY,F,4.2,49.9,19.1,32.0,,,,,,,
4100-58916,08/23/2010,12:05,MP1,FCE,BTLH,HY,F,3.8,50.4,19.2,30.0,,,,,,,
4100-58917,08/23/2010,12:05,MP1,FCE,BTLH,AHY,F,3.62,48.4,18.0,29.2,,,,,,,
4100-58918,08/23/2010,12:05,MP1,FCE,BTLH,AHY,F,3.87,51.8,19.0,31.5,,,,,,,
4100-58919,08/23/2010,13:33,MP1,TBE,BTLH,AHY,F,3.52,49.6,19.2,30.5,,,,,,,
4100-58920,08/23/2010,13:10,MP1,TBE,BTLH,HY,F,3.45,47.9,17.2,30.0,,,,,,,
4100-58921,08/23/2010,11:05,MP1,TBE,RUHU,HY,F,4.06,45.8,17.7,26.9,,,,,,,
4100-58922,08/23/2010,14:07,MP1,FCE,RUHU,HY,F,4.12,46.5,16.7,25.2,,,,,,90% striation,
4100-58923,08/29/2010,13:20,HPK2,FCE,BTLH,HY,M,3.62,50.8,17.6,30.2,,,,,,,
4100-58924,09/01/2010,7:45,MCGC,FCE,RUHU,HY,F,3.4,45.8,17.2,26.9,,,,,,90% striation,
4100-58925,09/02/2010,11:48,MP1,FCE,BTLH,HY,M,3.93,49.4,18.2,29.7,,,,,,,
4100-58926,09/01/2010,14:02,MP1,FCE,BTLH,HY,M,3.6,49.6,17.7,30.0,,,,,,,
4100-58927,08/30/2010,14:23,MP1,FCE,BTLH,HY,M,4.45,49.1,17.2,30.9,,,,,,,
4100-58928,08/30/2010,14:52,MP1,FCE,BTLH,HY,M,4.02,50.8,17.0,30.5,,,,,,,
4100-58929,08/31/2010,8:30,MCGC,FCE,BTLH,HY,M,3.6,48.8,17.6,29.9,,,,,,,
4100-58930,08/31/2010,8:31,MCGC,FCE,BTLH,HY,M,3.6,48.8,16.2,29.7,,,,,,,
4100-58931,08/24/2010,16:47,GC1,FCE,BTLH,HY,F,3.81,50.2,17.0,31.0,,,,,,,
4100-58932,08/25/2010,10:57,GNMTN,FCE,BTLH,HY,M,3.65,50.0,18.1,30.2,,,,,,,
4100-58933,08/25/2010,14:15,HOLZ,FCE,BTLH,AHY,F,3.7,50.1,19.8,30.7,,,,,,pine pitch on band ,410058728
4100-58934,08/25/2010,14:26,HOLZ,FCE,BTLH,AHY,F,3.6,51.2,18.9,29.5,,,,,,,
4100-58935,08/25/2010,14:32,HOLZ,FCE,BTLH,AHY,F,3.45,50.4,18.9,30.0,,,,,,,
4100-58936,08/25/2010,14:46,HOLZ,FCE,BTLH,AHY,F,3.4,51.4,19.1,29.9,,,,,,,
4100-58937,08/25/2010,15:30,HOLZ,FCE,BTLH,AHY,F,3.3,49.5,20.0,30.0,,,,,,,
4100-58938,08/25/2010,17:20,KV1,FCE,BTLH,HY,F,3.7,50.1,19.2,30.0,,,,,,,
4100-58939,08/25/2010,17:20,KV1,FCE,BTLH,AHY,F,4,49.9,19.2,30.2,,,,,,,
4100-58940,08/25/2010,17:20,KV1,FCE,BTLH,AHY,F,3.6,50.5,19.0,30.0,,,,,,,
4100-58941,08/25/2010,17:44,KV1,FCE,BTLH,AHY,F,4,49.7,19.2,30.2,,,,,,,
4100-58942,08/25/2010,17:50,KV1,FCE,BTLH,AHY,F,4.25,51.0,18.9,31.8,,,,,,,
4100-58943,08/25/2010,18:03,KV1,FCE,BTLH,HY,F,4.4,49.2,17.2,28.0,,,,,,,
4100-58944,08/25/2010,18:15,KV1,FCE,BTLH,HY,F,4.1,50.6,18.0,31.5,,,,,,,
4100-58945,08/26/2010,7:36,MCGC,FCE,BTLH,HY,F,3.5,50.4,18.9,30.8,,,,,,,
4100-58946,08/26/2010,8:07,MCGC,FCE,BTLH,HY,F,3.7,49.0,18.7,31.0,,,,,,,
4100-58947,08/26/2010,8:15,MCGC,FCE,BTLH,AHY,F,4.1,50.3,19.2,29.8,,,,,,,
4100-58948,08/26/2010,8:28,MCGC,FCE,BTLH,AHY,F,3.8,49.0,19.3,30.9,,,,,,,
4100-58949,08/26/2010,8:37,MCGC,FCE,BTLH,HY,F,4.4,50.0,18.7,31.0,,,,,,,
4100-58950,08/28/2010,7:28,MCGC,FCE,BTLH,HY,F,4.1,48.2,18.1,29.2,,,,,,,
4100-58951,08/25/2010,11:45,GNMTN,FCE,RUHU,HY,M,3.9,43.4,16.1,26.0,,,,,,2 g.f.c.,
4100-58952,08/26/2010,13:17,MP1,FCE,RUHU,HY,M,3.2,42.7,16.0,26.0,,,,,,"2 g.g c., 80% striation",
4100-58953,08/28/2010,18:04,MP1,FCE,BTLH,HY,M,4.11,50.5,17.8,30.3,,,,,,,
4100-58954,08/30/2010,14:40,MP1,FCE,RUHU,HY,M,3.2,42.9,16.8,27.0,,,,,,"2 g.f.c, 80% striation",
4100-58955,09/04/2010,12:30,KV1,FCE,BTLH,HY,M,3.45,49.7,18.0,30.5,,,,,,,
4100-58956,08/25/2010,10:57,GNMTN,FCE,RUHU,HY,F,3.42,45.5,17.2,26.0,,,,,,"1 g.f.c., 80% striation",
4100-58957,08/25/2010,10:58,GNMTN,FCE,BTLH,HY,M,3.17,48.7,16.5,30.0,,,,,,,
4100-58958,08/25/2010,11:22,GNMTN,FCE,RUHU,AHY,F,3.62,44.7,17.6,27.2,,,,,,,
4100-58959,08/25/2010,12:38,GNMTN,FCE,RUHU,AHY,F,3.38,44.0,17.0,28.4,,,,,,,
4100-58960,08/25/2010,13:13,HOLZ,FCE,RUHU,HY,F,4.05,45.8,16.6,27.0,,,,,,,
4100-58961,08/26/2010,7:35,MCGC,FCE,BTLH,HY,M,3.5,48.5,17.1,29.0,,,,,,,
4100-58962,08/28/2010,16:58,MP1,FCE,BTLH,HY,F,3.23,48.7,18.0,28.8,,,,,,,
4100-58963,08/28/2010,18:03,MP1,TBE,BTLH,HY,M,3.49,47.0,17.4,32.0,,,,,,,
4100-58964,08/29/2010,12:56,HPK2,FCE,BTLH,HY,M,3.6,47.4,16.8,29.0,,,,,,,
4100-58965,08/29/2010,15:05,MP1,FCE,RUHU,HY,F,3.96,45.1,17.6,26.8,,,,,,80% striation,
4100-58966,08/29/2010,15:25,MP1,FCE,BTLH,HY,M,3.53,49.4,17.1,29.5,,,,,,,
4100-58967,08/29/2010,16:00,MP1,FCE,BTLH,HY,F,4.5,49.2,19.1,30.1,,,,,,,
4100-58968,08/29/2010,16:45,MP1,FCE,BTLH,HY,M,3.82,48.0,16.2,30.0,,,,,,,
4100-58969,08/29/2010,17:12,MP1,FCE,RUHU,HY,F,3.57,45.5,17.1,26.8,,,,,,,
4100-58970,08/30/2010,13:50,MP1,FCE,BTLH,HY,M,3.53,50.7,17.4,29.2,,,,,,,
4100-58971,08/30/2010,13:50,MP1,FCE,BTLH,HY,F,3.49,49.2,17.3,30.1,,,,,,,
4100-58972,08/30/2010,14:12,MP1,FCE,BTLH,HY,F,3.37,51.0,17.1,30.2,,,,,,,
4100-58973,08/30/2010,14:53,MP1,FCE,BTLH,HY,F,3.93,49.7,17.0,30.6,,,,,,,
4100-58974,08/30/2010,14:53,MP1,FCE,BTLH,HY,M,3.73,48.2,17.2,29.5,,,,,,,
4100-58975,09/04/2010,11:48,KV1,TBE,BTLH,HY,F,3.49,47.7,16.2,29.0,,,,,,,
4100-58976,08/30/2010,15:36,MP1,FCE,BTLH,HY,F,3.72,49.5,19.1,31.0,,,,,,,
4100-58977,09/02/2010,15:23,HPK2,FCE,BTLH,HY,F,3.45,49.4,17.8,29.5,,,,,,,
4100-58978,09/02/2010,11:47,MP1,FCE,BTLH,HY,F,3.42,47.5,18.1,28.2,,,,,,,
4100-58979,09/02/2010,12:17,MP1,FCE,BTLH,HY,F,4.37,49.5,18.5,28.0,,,,,,,
4100-58980,09/02/2010,12:24,MP1,FCE,BTLH,HY,F,3.58,47.8,18.0,29.0,,,,,,,
4100-58981,09/05/2010,14:15,MP1,FCE,BTLH,HY,F,3.74,50.9,17.9,29.0,,,,,,,
4100-58982,09/05/2010,14:15,MP1,FCE,BTLH,AHY,F,3.95,51.9,19.6,31.2,,,,,,,
4100-58983,09/05/2010,14:15,MP1,FCE,BTLH,HY,F,3.83,48.7,18.0,29.0,,,,,,,
4100-58984,09/05/2010,14:48,MP1,FCE,BTLH,HY,F,3.49,49.4,17.2,29.7,,,,,,,
4100-58985,09/05/2010,15:00,MP1,FCE,BTLH,HY,F,4.03,50.9,18.1,30.0,,,,,,,
4100-58986,09/05/2010,15:58,MP1,TBE,BTLH,AHY,F,3.7,51.4,18.3,31.0,,,,,,,
4100-58987,09/05/2010,16:00,MP1,TBE,BTLH,HY,F,3.89,50.4,17.0,29.0,,,,,,,
4100-58988,09/06/2010,12:44,MP1,FCE,BTLH,HY,F,3.92,50.3,18.8,30.0,,,,,,,
4100-58989,09/07/2010,15:30,MP1,FCE,BTLH,HY,F,3.53,48.9,17.4,30.5,,,,,,,
4100-58990,09/07/2010,15:45,MP1,FCE,BTLH,HY,F,3.69,49.5,18.9,29.5,,,,,,,
4100-58991,09/01/2010,14:20,MP1,FCE,RUHU,HY,F,3.7,45.6,17.2,25.0,,,,,,,
4100-58992,09/01/2010,14:21,MP1,FCE,BTLH,HY,M,3.2,48.7,17.9,29.5,,,,,,,
4100-58993,09/01/2010,16:40,HPK2,FCE,BTLH,HY,M,3.55,48.5,17.1,29.2,,,,,,,
4100-58994,09/01/2010,16:57,HPK2,FCE,BTLH,HY,M,3.7,48.1,16.8,31.0,,,,,,,
4100-58995,09/02/2010,12:25,MP1,FCE,BTLH,HY,M,4.02,49.1,17.1,30.0,,,,,,,
4100-58996,09/02/2010,12:58,MP1,FCE,BTLH,HY,M,4.32,50.2,17.0,30.6,,,,,,,
4100-58997,09/02/2010,14:27,HPK2,FCE,BTLH,HY,M,4.1,49.6,17.2,30.8,,,,,,,
4100-58998,09/02/2010,15:00,HPK2,FCE,BTLH,HY,M,3.95,50.3,17.8,29.7,,,,,,,
4100-58999,09/06/2010,11:45,MP1,FCE,BTLH,HY,M,3.97,49.9,16.8,29.8,,,,,,,
4100-59000,09/05/2010,8:17,MCGC,FCE,BTLH,HY,M,4.1,49.5,17.0,31.0,,,,,,,
4100-59072,09/08/2010,8:00,MCGC,FCE,BTLH,HY,F,3.8,51.6,18.9,30.5,,,,,,,
4100-59073,09/12/2010,11:30,MP1,FCE,BTLH,HY,F,4.03,49.4,18.8,29.7,,,,,,,
4100-59074,09/12/2010,11:30,MP1,FCE,BTLH,HY,F,3.47,48.7,19.8,29.3,,,,,,,
4100-59075,09/12/2010,11:30,MP1,FCE,BTLH,HY,F,4.39,49.8,18.2,30.0,,,,,,,
4100-59076,09/12/2010,11:30,MP1,FCE,BTLH,HY,F,4.64,49.6,17.8,29.5,,,,,,,
4100-59077,09/12/2010,14:30,GNMTN,FCE,BTLH,HY,F,3.4,50.4,18.2,30.0,,,,,,,
4100-59078,09/13/2010,13:12,HPK2,FCE,BTLH,HY,M,3.5,49.2,17.1,31.0,,,,,,,
4100-59079,09/13/2010,13:42,HPK2,FCE,BTLH,HY,M,3.75,49.1,17.7,30.0,,,,,,,
4100-59081,09/06/2010,12:20,MP1,FCE,BTLH,HY,M,3.87,49.1,15.5,30.0,,,,,,,
4100-59082,09/07/2010,16:30,MP1,FCE,BTLH,HY,M,3.69,50.2,17.2,30.5,,,,,,,
4100-59083,09/08/2010,10:05,MCGC,FCE,BTLH,HY,M,3.5,49.5,18.0,28.8,,,,,,,
4100-59084,09/12/2010,10:52,MP1,FCE,BTLH,HY,M,3.59,50.6,17.7,30.5,,,,,,,
4100-59085,09/12/2010,11:00,MP1,FCE,BTLH,HY,M,3.56,49.6,17.0,30.2,,,,,,,
4100-59086,09/12/2010,11:05,MP1,FCE,BTLH,HY,M,3.81,50.4,18.2,30.6,,,,,,,
4100-59087,09/12/2010,11:23,MP1,FCE,BTLH,HY,M,3.6,48.5,17.8,29.2,,,,,,,
4100-59088,09/16/2010,15:12,MP1,FCE,BTLH,HY,M,3.55,50.4,17.9,30.5,,,,,,,
4100-59089,09/16/2010,15:12,MP1,FCE,BTLH,HY,M,3.58,49.2,17.1,29.5,,,,,,,
4100-59090,09/16/2010,16:12,MP1,FCE,BTLH,HY,M,3.8,49.9,17.1,29.0,,,,,,,
4100-59091,09/05/2010,13:45,MP1,FCE,BTLH,AHY,F,4.53,49.8,19.5,30.0,,,,,,,
4100-59092,09/05/2010,13:45,MP1,FCE,BTLH,HY,M,4.11,50.2,17.0,30.0,,,,,,,
4100-59093,09/05/2010,15:00,MP1,FCE,BTLH,HY,M,4.22,49.3,17.0,28.8,,,,,,,
4100-59094,09/05/2010,15:00,MP1,FCE,BTLH,HY,M,3.71,50.8,17.9,29.2,,,,,,,
4100-59095,09/05/2010,15:25,MP1,FCE,BTLH,HY,M,4.55,50.6,17.2,30.0,,,,,,,
4100-59096,09/05/2010,15:43,MP1,FCE,BTLH,HY,M,4.45,48.8,16.8,30.2,,,,,,,
4100-59097,09/05/2010,16:10,MP1,FCE,BTLH,HY,M,3.75,49.2,17.2,29.5,,,,,,,
4100-59098,09/05/2010,16:20,MP1,TBE,BTLH,HY,M,3.86,48.0,16.9,29.5,,,,,,,
4100-59099,09/05/2010,16:42,MP1,TBE,BTLH,HY,M,3.97,48.7,18.1,30.0,,,,,,,
4100-59100,09/07/2010,16:22,MP1,FCE,BTLH,HY,M,3.56,49.5,18.1,29.2,,,,,,,
